"gene","SAM","P1_P2","P3","P4","P5","co_v","coleoptile"
"Zm00001eb026490",-0.745082924833263,-0.19687594475801,0.307947295913657,0.34445631011031,-0.265727995130958,-0.276891123930513,0.832174382628775
"Zm00001eb055450",-0.0430254624065755,0.295848801024425,0.542525755975838,0.292733090961894,0.0670700155001965,-0.429076041048284,-0.726076160007494
"Zm00001eb053570",-0.237397045524094,0.297796198553807,0.24981228770244,0.0840859072921172,-0.0325486154935137,0.11047908218761,-0.472227814718367
"Zm00001eb004770",-0.303529289664368,-0.100556129113085,0.200954169480649,0.192667537052218,0.352253220872087,0.0548828463046083,-0.39667235493211
"Zm00001eb036750",0.0910261861315131,0.10085382188904,0.206537316608121,0.339471944747146,0.581306210167559,-1.47271346433847,0.153517984795095
"Zm00001eb013610",-0.573154611846046,-0.365957531295537,-0.0695598327538636,-0.0840245028366394,0.176698982929099,1.26589259839433,-0.349895102591341
"Zm00001eb027880",0.0822867320769171,0.06130503441823,0.124386060536683,-0.0296622428986702,-0.0385328764017364,-0.0070474538794568,-0.192735253851966
"Zm00001eb022970",-0.396554121572644,0.320826097598312,0.127251932743197,0.231057993893206,0.255910351924901,-0.105033034820045,-0.433459219766927
"Zm00001eb048840",0.441659344719348,0.282282701547045,0.252011162225189,0.111708099241554,-0.0279755611750366,-0.402781694792234,-0.656904051765866
"Zm00001eb004570",-0.540248856693279,0.155897657086241,0.366130629825447,0.292948512861273,0.4118044132543,-0.245518807438718,-0.441013548895264
"Zm00001eb058260",-0.372087292745429,-0.28138610178986,-0.381339916371769,-0.343186447629812,-0.0935728976522425,0.605915404384745,0.865657251804367
"Zm00001eb035520",0.153529238440234,-0.2447524786471,0.0591883496524632,-0.047797800556414,0.0764612772501446,-0.0366377808904434,0.0400091947511152
"Zm00001eb037360",-1.07227430402629,-0.000693809496071654,0.13979039918624,-0.0300217220469287,0.15900392445624,0.867968888393402,-0.0637733764665903
"Zm00001eb033910",0.11400453565381,-0.292787687211396,-0.154962967693478,-0.121813911632281,0.187006800454611,0.191909338997288,0.0766438914314467
"Zm00001eb050460",-0.392382811559801,-0.0881577605366363,0.264852553313096,-0.0426793335949458,0.127234325810657,0.552771965251875,-0.421638938684246
"Zm00001eb030870",-0.116060941334787,-0.0998775733743428,0.261138840448384,-0.260489310066602,0.079917701538746,0.305241389717364,-0.169870106928762
"Zm00001eb033480",-0.55984255696723,0.177442897011928,0.0985357227165862,0.146349375195094,-0.041639150307506,0.0985358046319971,0.0806179077191303
"Zm00001eb017780",-0.0417757631399726,0.2799889471612,0.132425822919717,0.189076536081672,0.215745988992297,-0.135807462144464,-0.63965406987045
"Zm00001eb040490",0.149860468335553,-0.0947716904541317,-0.212828888216423,-0.248029138132995,-0.115657688682059,0.248443727644021,0.272983209506035
"Zm00001eb009290",-0.390314339031816,-0.208253229505261,0.137268131063613,0.126290408381545,0.116571432507926,0.579013627736591,-0.360576031152597
"Zm00001eb016540",-0.136432841631132,0.0802335515693232,0.181584901428086,0.0892528547104774,0.240256804226454,0.137717005171838,-0.592612275475046
"Zm00001eb058570",0.151457846886386,-0.07243640926804,0.320775492489846,0.163587367651925,-0.0235495011327244,-0.107159797071756,-0.432674999555637
"Zm00001eb065340",-0.674400929505051,-0.494114368242078,-0.346962226492185,-0.207013797784853,0.0724162687023298,1.02105797479797,0.629017078523867
"Zm00001eb052950",0.659829354419555,-0.0461882635048882,-0.299192276951729,-0.230448216167786,-0.0830003595900004,0.147690396372632,-0.148690634577784
"Zm00001eb059800",-0.44736589447671,-0.625748071075104,-0.447244190902758,0.0747209968424641,1.28994792635111,0.277296752754821,-0.121607519493823
"Zm00001eb059560",0.33324769025423,0.423001067746928,0.386346818710061,0.18331842874088,-0.188529868866126,-0.33878298799486,-0.798601148591115
"Zm00001eb063280",-0.188576746022764,-0.182797508172003,-0.0842366313375063,0.156878628418388,0.273857149272285,0.135746115373239,-0.110871007531638
"Zm00001eb057150",-0.233144907103139,0.101933747646987,0.274442762309392,0.478203854602543,0.599902479975013,-0.405872648121755,-0.815465289309041
"Zm00001eb013450",-0.0342869121367741,0.0904461392923442,0.140076565709671,0.173371681674847,0.287835494405631,-0.170896641173004,-0.486546327772714
"Zm00001eb014970",-0.470014646357371,0.230040014225256,0.310597615596926,0.416209233728642,0.280003866680063,-0.20794094078428,-0.558895143089237
"Zm00001eb023690",-0.610861089608057,-0.266755550734605,0.0802742241220281,0.0483734721760758,-0.0112156270094754,1.10991081361981,-0.349726242565775
"Zm00001eb005010",0.338073257949002,0.515047361731171,0.432742430647386,0.260001563602597,-0.00621875985056155,-0.431494848009174,-1.10815100607042
"Zm00001eb021900",0.354600874375357,0.00728170582871325,0.220939240122066,0.340304278122975,0.36763189069643,-0.387523819477012,-0.903234169668528
"Zm00001eb059210",0.284597692927664,0.0419074609597214,0.0417029654154514,0.0299278460368581,-0.130104129816079,0.0957910275633591,-0.363822863086975
"Zm00001eb048230",0.582651985516169,0.334654644205951,0.243025972898221,0.0560300335938569,-0.134078723008569,-0.467450390866596,-0.614833522339032
"Zm00001eb042590",-0.244274845219273,-0.0880498506198587,0.253591491391181,0.238168938590909,0.162477264135181,0.0138045259648732,-0.335717524243013
"Zm00001eb036320",-0.520449387812958,-0.358093279989524,-0.216888941978196,-0.302885749489421,0.0333385283828448,1.36326116534726,0.00171766553999103
"Zm00001eb064390",-0.319472222494888,-0.30060775161274,-0.22200486465571,-0.132968053509702,-0.0625093880042388,1.00163268754559,0.0359295927316884
"Zm00001eb000190",0.587872671595822,0.562904968387053,0.218891528464285,0.330775695058164,0.126753003064498,-0.623848815105107,-1.20334905146471
"Zm00001eb019130",-0.387506629966216,0.0828114119993976,0.291374375909943,-0.027269623201722,-0.0443649297845163,0.127264813691949,-0.0423094186488355
"Zm00001eb020150",0.0902184923409319,0.0479667689445594,0.112145361825014,-0.0855746416574981,0.038012877102125,0.133677892462963,-0.336446751018096
"Zm00001eb024550",-0.11844635176518,-0.675497510029798,-0.309676535522909,-0.14230073444275,0.355926606894001,0.290997142551079,0.598997382315558
"Zm00001eb045900",-0.460097280285369,-0.0470675709426229,0.103592171423822,0.191516260948367,0.257835100617442,0.188755252368705,-0.234533934130344
"Zm00001eb013060",-0.589114059309552,-0.0155507027544591,-0.0555167993577753,0.0647342678173675,0.362017278908717,0.0954669565069587,0.137963058188742
"Zm00001eb055120",0.158000994453815,0.166949805302246,0.0250878010626566,0.196713756999399,0.166431745730205,-0.176546163693741,-0.536637939854579
"Zm00001eb062910",-1.14248792116341,-0.0530186040425442,-0.143613705534037,0.0848884296410366,0.14697908809322,0.641256884776695,0.465995828229044
"Zm00001eb020370",0.367555799691902,-0.0479949856724861,0.196659276611229,0.0797604891171498,0.0991936009476141,0.0770785930825468,-0.772252773777955
"Zm00001eb019210",-0.648735196851987,-0.223837295836316,-0.252871804380474,-0.0634816716904284,0.0982455280029728,0.76713376750575,0.323546673250483
"Zm00001eb044090",-0.402121003275368,-0.310278827176816,-0.175405201891659,-0.11245823258458,-0.0932874562273407,1.67974243590143,-0.586191714745664
"Zm00001eb019470",-0.520488926126341,-0.394009809746786,-0.121829153632464,-0.193379346618853,-0.066515161589077,0.755970471888821,0.540251925824699
"Zm00001eb063610",0.306893665275724,0.219207694701617,0.452024146193993,0.263841787300437,0.14084580924001,-0.531468096493227,-0.851345006218552
"Zm00001eb003890",-0.131851859594639,-0.378465883720886,0.0530075891648196,0.175882245188385,-0.0607822411742288,0.477909819986596,-0.135699669850047
"Zm00001eb064850",-0.355636158837607,-0.00917482694056951,0.0236130147230246,-0.0421308658678761,-0.163909133245177,0.385180912869697,0.162057057298508
"Zm00001eb061570",-0.203697801452927,-0.181530577833235,-0.21778785669121,-0.241701406945982,-0.0616003565274043,1.22332704002375,-0.317009040572993
"Zm00001eb060260",-0.391876409989366,-0.294766795634773,-0.290181668413133,-0.351532957904614,-0.293666194436876,1.40244400320263,0.219580023176129
"Zm00001eb057920",-0.0933340808564153,0.562057960314371,0.267926658217215,0.22642322496989,0.14874290475037,-0.476442075411446,-0.635374591983984
"Zm00001eb042030",0.078518303401279,0.270769339511039,0.30565157592037,0.188830377650215,0.231674878537815,-0.319194630781297,-0.756249844239422
"Zm00001eb008620",0.420990817029198,0.258912379180216,0.27695036807498,0.15104017116022,0.0209345625009193,-0.166839588818547,-0.961988709126987
"Zm00001eb001630",-0.792440023020151,-0.186863164052833,0.593108013581619,1.46181598830773,0.342876923997541,-0.746343685976603,-0.672154052837302
"Zm00001eb016850",-0.37613415436939,-0.482619822300449,-0.106063868571216,-0.0103761221400309,0.481630130677121,-0.362243332180947,0.855807168884911
"Zm00001eb018830",0.0409804344666892,0.120112750280921,0.335710710497181,0.24746815415204,-0.0893661065706626,0.134443727854063,-0.789349670680231
