gene_id,SAM,P1_P2,P3,P4,P5
Zm00001eb227240,0.484375,0.416234887737478,0.418308227114716,0.483797612279704,0.491205628397825
Zm00001eb050860,0.046875,0.0189982728842832,0.0231749710312862,0.0221716884593519,0.0211064918452191
Zm00001eb019780,0.140625,0.07426597582038,0.0996523754345307,0.10574189880614,0.118324272465622
Zm00001eb164530,0.1875,0.107081174438687,0.120509849362688,0.123934053439454,0.135913015669971
Zm00001eb055700,0.234375,0.129533678756477,0.12630359212051,0.158044343376919,0.196674128557723
Zm00001eb269420,0.015625,0.00172711571675302,0.00231749710312862,0.0045480386583286,0.00607611128877518
Zm00001eb325760,0.671875,0.582037996545769,0.564310544611819,0.607163160886868,0.716021746082507
Zm00001eb202570,0.046875,0.00863557858376511,0.0104287369640788,0.0210346787947698,0.0163095618803965
Zm00001eb380990,0.15625,0.0708117443868739,0.0822711471610661,0.101193860147811,0.104892868564119
Zm00001eb150830,0.015625,0.00345423143350604,0.00115874855156431,0.00397953382603752,0.00735529261272785
Zm00001eb361590,0.296875,0.18307426597582,0.17728852838934,0.201819215463331,0.215222257755037
Zm00001eb307400,0.078125,0.0103626943005181,0.0127462340672074,0.0255827174530984,0.0300607611128878
Zm00001eb314810,0.03125,0,0.00115874855156431,0.00397953382603752,0.00767508794371602
Zm00001eb203350,0.625,0.61139896373057,0.617612977983778,0.674815235929505,0.700991365526063
Zm00001eb424870,0.015625,0.00345423143350604,0.00347624565469293,0.0022740193291643,0.00383754397185801
Zm00001eb051340,0.09375,0.0138169257340242,0.0104287369640788,0.015349630471859,0.0214262871762072
Zm00001eb264780,0.0625,0.0259067357512953,0.0278099652375435,0.0363843092666288,0.0370962583946274
Zm00001eb062170,0.015625,0.00172711571675302,0.00347624565469293,0.0022740193291643,0.00351774864086984
Zm00001eb331080,0.046875,0.00518134715025907,0.0104287369640788,0.0125071063104036,0.0124720179085385
Zm00001eb162130,0.75,0.613126079447323,0.652375434530707,0.707220011370097,0.754716981132076
Zm00001eb353320,0.375,0.290155440414508,0.305909617612978,0.331438317225696,0.350175887432043
Zm00001eb386370,0.109375,0.0621761658031088,0.0637311703360371,0.0733371233655486,0.0684362008314679
Zm00001eb235640,0.03125,0.00518134715025907,0.00695249130938586,0.0113700966458215,0.0105532459226095
Zm00001eb388280,0.015625,0.00345423143350604,0.00463499420625724,0.00682205798749289,0.00447713463383435
Zm00001eb040220,0.046875,0.00518134715025907,0.00231749710312862,0.00739056281978397,0.00703549728173969
Zm00001eb289490,0.1875,0.172711571675302,0.169177288528389,0.205230244457078,0.284937639910457
Zm00001eb079950,0.125,0.0310880829015544,0.0428736964078795,0.0358158044343377,0.0345378957467221
Zm00001eb041860,0.015625,0,0.00231749710312862,0.000568504832291074,0.000319795330988168
Zm00001eb284130,0.015625,0,0.00115874855156431,0.000568504832291074,0.000639590661976335
Zm00001eb334160,0.015625,0,0,0.000568504832291074,0
Zm00001eb222520,0.078125,0.0138169257340242,0.00579374275782155,0.00113700966458215,0.000319795330988168
Zm00001eb360510,0.015625,0,0,0,0.000639590661976335
Zm00001eb073910,0.40625,0.212435233160622,0.203939745075319,0.228538942581012,0.250079948832747
Zm00001eb244670,0.03125,0.00345423143350604,0.00811123986095017,0.00852757248436612,0.00511672529581068
Zm00001eb144270,0.015625,0.00172711571675302,0.00231749710312862,0.00113700966458215,0.00127918132395267
Zm00001eb295700,0.34375,0.24006908462867,0.267670915411356,0.255258669698692,0.280460505276623
Zm00001eb160080,0.078125,0.0310880829015544,0.0266512166859791,0.030699260943718,0.0351774864086984
Zm00001eb216500,0.296875,0.184801381692573,0.192352259559676,0.193291642978965,0.195075151902782
Zm00001eb264150,0.484375,0.119170984455959,0.101969872537659,0.0852757248436612,0.0818676047329709
Zm00001eb358680,0.015625,0.00345423143350604,0.00347624565469293,0.00568504832291074,0.00447713463383435
Zm00001eb243260,0.203125,0.110535405872193,0.122827346465817,0.106878908470722,0.141029740965782
Zm00001eb430300,1.734375,1.00863557858377,0.880648899188876,0.938601478112564,1.26862807803006
Zm00001eb373300,0.734375,0.613126079447323,0.626882966396292,0.679363274587834,0.745442916533419
Zm00001eb198620,0.03125,0.00690846286701209,0.00463499420625724,0.00739056281978397,0.0137511992324912
Zm00001eb311020,0.625,0.528497409326425,0.54577056778679,0.567936327458783,0.634154141349536
Zm00001eb309600,0.46875,0.44559585492228,0.438006952491309,0.455372370665151,0.501439078989447
Zm00001eb093650,0.015625,0.00863557858376511,0.00231749710312862,0.0045480386583286,0.00607611128877518
Zm00001eb358260,1.109375,1.01036269430052,0.986095017381228,1.02103467879477,1.162136232811
Zm00001eb413100,0.1875,0.151986183074266,0.15063731170336,0.154064809550881,0.185161496642149
Zm00001eb015020,0.1875,0.0155440414507772,0.00811123986095017,0.0022740193291643,0.00319795330988168
Zm00001eb075640,0.21875,0.0466321243523316,0.00579374275782155,0.00284252416145537,0.00319795330988168
Zm00001eb082590,0.71875,0.176165803108808,0.0926998841251448,0.0784536668561683,0.0946594179724976
Zm00001eb354880,0.28125,0.0569948186528497,0.0162224797219003,0.00852757248436612,0.0118324272465622
Zm00001eb055920,2,0.238341968911917,0.0393974507531866,0.0164866401364412,0.0166293572113847
Zm00001eb154380,0.40625,0.0431778929188256,0.0162224797219003,0.00113700966458215,0.00351774864086984
Zm00001eb102260,0.15625,0.132987910189983,0.143684820393975,0.140989198408186,0.165014390789894
Zm00001eb104790,0.609375,0.514680483592401,0.523754345307068,0.547470153496305,0.604413175567637
Zm00001eb399030,0.390625,0.284974093264249,0.275782155272306,0.312677657760091,0.32459226095299
Zm00001eb197040,0.03125,0.0120898100172712,0.00347624565469293,0.00113700966458215,0.00255836264790534
Zm00001eb400120,0.015625,0.00690846286701209,0.00115874855156431,0.000568504832291074,0.000639590661976335
Zm00001eb071920,0.046875,0.0120898100172712,0.00579374275782155,0.00568504832291074,0.00703549728173969
Zm00001eb344540,0.21875,0.0673575129533679,0.0301274623406721,0.0204661739624787,0.0121522225775504
Zm00001eb172450,0.390625,0.316062176165803,0.314020857473928,0.292211483797612,0.314678605692357
Zm00001eb117820,0.515625,0.0708117443868739,0.015063731170336,0.00397953382603752,0.00511672529581068
Zm00001eb035180,0.765625,0.136442141623489,0.0359212050984936,0.0136441159749858,0.0124720179085385
Zm00001eb264380,1.1875,0.227979274611399,0.0463499420625724,0.0198976691301876,0.0137511992324912
Zm00001eb299420,0.640625,0.155440414507772,0.0347624565469293,0.0130756111426947,0.0147105852254557
Zm00001eb403140,0.328125,0.283246977547496,0.279258400926999,0.279135872654918,0.258394627438439
Zm00001eb103060,0.203125,0.0898100172711572,0.0811123986095017,0.0642410460488914,0.0677966101694915
Zm00001eb421120,0.125,0.101899827288428,0.100811123986095,0.0949403069926094,0.0981771666133675
Zm00001eb291720,0.1875,0.0535405872193437,0.0266512166859791,0.0159181353041501,0.0156699712184202
Zm00001eb130180,1.484375,0.341968911917098,0.0741599073001159,0.0250142126208073,0.0207866965142309
Zm00001eb202660,0.15625,0.0449050086355786,0.0139049826187717,0.00909607731665719,0.00959385992964503
Zm00001eb220660,0.203125,0.075993091537133,0.0231749710312862,0.0108015918135304,0.00575631595778702
Zm00001eb264910,0.046875,0.0172711571675302,0.00695249130938586,0.00682205798749289,0.00799488327470419
Zm00001eb251820,0.953125,0.49740932642487,0.37891077636153,0.400795906765207,0.408058842340902
Zm00001eb402580,0.015625,0.0120898100172712,0.00115874855156431,0.00341102899374645,0.00191877198592901
Zm00001eb227390,0.25,0.155440414507772,0.155272305909618,0.157475838544628,0.145506875599616
Zm00001eb279010,0.671875,0.42832469775475,0.41135573580533,0.393405343945424,0.376079309242085
Zm00001eb375660,0.4375,0.295336787564767,0.254924681344148,0.283683911313246,0.245283018867925
Zm00001eb015320,0.21875,0.141623488773748,0.146002317497103,0.114837976122797,0.1378317876559
Zm00001eb204190,0.671875,0.487046632124352,0.511008111239861,0.48664013644116,0.497921330348577
Zm00001eb062760,0.171875,0.0915371329879102,0.0996523754345307,0.108015918135304,0.10297409657819
Zm00001eb176440,0.8125,0.438687392055268,0.482039397450753,0.41785105173394,0.431403901503038
Zm00001eb076640,1.046875,0.808290155440414,0.841251448435689,0.844229675952246,0.940518068436201
Zm00001eb167310,0.25,0.110535405872193,0.101969872537659,0.0920977828311541,0.0940198273105213
Zm00001eb228170,0.40625,0.298791018998273,0.324449594438007,0.301876065946561,0.370642788615286
Zm00001eb267130,0.75,0.613126079447323,0.616454229432213,0.618533257532689,0.68404221298369
Zm00001eb149810,0.015625,0.0241796200345423,0.015063731170336,0.0170551449687322,0.0265430124720179
Zm00001eb023870,0.609375,0.481865284974093,0.458864426419467,0.454235361000568,0.519667412855772
Zm00001eb057820,0.046875,0.0293609671848014,0.0173812282734647,0.0142126208072769,0.0284617844579469
Zm00001eb184050,0.40625,0.326424870466321,0.3441483198146,0.342808413871518,0.3891909178126
Zm00001eb144290,0.046875,0.0120898100172712,0.0243337195828505,0.0272882319499716,0.0386952350495683
Zm00001eb273580,0.34375,0.226252158894646,0.269988412514484,0.313246162592382,0.347937320115126
Zm00001eb168120,0.546875,0.177892918825561,0.143684820393975,0.235929505400796,0.377358490566038
Zm00001eb067340,0.25,0.210708117443869,0.21784472769409,0.249005116543491,0.270227054685002
Zm00001eb320340,0.171875,0.13126079447323,0.13441483198146,0.191017623649801,0.212663895107131
Zm00001eb148320,0.3125,0.262521588946459,0.266512166859791,0.297328027288232,0.314998401023345
Zm00001eb199530,0.046875,0.0207253886010363,0.015063731170336,0.030699260943718,0.0230252638311481
Zm00001eb357490,0.234375,0.231433506044905,0.228273464658169,0.260943718021603,0.292932523185161
Zm00001eb419680,0.375,0.317789291882556,0.296639629200463,0.363843092666288,0.383434601854813
Zm00001eb031560,0.03125,0.0172711571675302,0.00695249130938586,0.00852757248436612,0.0182283338663256
Zm00001eb070520,0.0625,0.0379965457685665,0.0370799536500579,0.0386583285957931,0.0594819315637992
Zm00001eb116410,0.5,0.466321243523316,0.480880648899189,0.509948834565094,0.610169491525424
Zm00001eb294030,9.421875,8.95509499136442,8.93742757821553,10.4758385446276,11.6463063639271
Zm00001eb150840,0.375,0.274611398963731,0.235225955967555,0.300739056281978,0.470418931883595
Zm00001eb004670,0.015625,0.00345423143350604,0.00347624565469293,0.00682205798749289,0.011512631915574
Zm00001eb360260,0.015625,0.00345423143350604,0.00231749710312862,0.00341102899374645,0.00959385992964503
Zm00001eb388300,0.375,0.188255613126079,0.221320973348783,0.252984650369528,0.361048928685641
Zm00001eb005020,0.015625,0.00863557858376511,0.00695249130938586,0.00966458214894827,0.0198273105212664
Zm00001eb120590,0.015625,0.00172711571675302,0,0.0022740193291643,0.00767508794371602
Zm00001eb406000,0.015625,0.00172711571675302,0.00579374275782155,0.00852757248436612,0.00607611128877518
Zm00001eb148850,0.9375,0.848013816925734,0.937427578215527,0.9363274587834,1.08346658138791
Zm00001eb074570,0.015625,0.00518134715025907,0.00695249130938586,0.00739056281978397,0.0105532459226095
Zm00001eb139160,0.296875,0.224525043177893,0.273464658169177,0.292211483797612,0.337064278861529
Zm00001eb415640,0.234375,0.0621761658031088,0.0892236384704519,0.0847072200113701,0.128877518388232
Zm00001eb339390,0.296875,0.210708117443869,0.219003476245655,0.271745309835134,0.263191557403262
Zm00001eb142180,0.3125,0.253886010362694,0.274623406720742,0.304718590108016,0.326191237607931
Zm00001eb121110,0.296875,0.267702936096718,0.286210892236385,0.33314383172257,0.327470418931884
Zm00001eb362090,0.6875,0.630397236614853,0.648899188876014,0.775440591245026,0.81675727534378
Zm00001eb340550,0.046875,0.0328151986183074,0.0243337195828505,0.0272882319499716,0.0482890949792133
Zm00001eb092090,0.359375,0.336787564766839,0.346465816917729,0.346219442865264,0.428205948193156
Zm00001eb178550,0.015625,0.00863557858376511,0.00926998841251448,0.00625355315520182,0.015350175887432
Zm00001eb094740,0.171875,0.0880829015544041,0.0950173812282735,0.103467879476976,0.0869843300287816
Zm00001eb296770,0.046875,0.0276338514680484,0.0278099652375435,0.0375213189312109,0.0294211704509114
Zm00001eb355110,0.796875,0.597582037996546,0.641946697566628,0.673678226264923,0.677326511032939
Zm00001eb379550,0.421875,0.264248704663212,0.317497103128621,0.301307561114269,0.285257435241445
Zm00001eb317100,0.84375,0.716753022452504,0.785631517960603,0.74587833996589,0.729772945314998
Zm00001eb388060,0.5625,0.419689119170984,0.457705677867903,0.461625923820352,0.451231212024304
Zm00001eb278870,0.125,0.0949913644214162,0.0984936268829664,0.102899374644684,0.0943396226415094
Zm00001eb427580,0.953125,0.903281519861831,0.988412514484357,1.04036384309267,0.977934122161816
Zm00001eb106620,0.125,0.0656303972366149,0.0741599073001159,0.0881182490051165,0.0633194755356572
Zm00001eb306220,0.4375,0.271157167530225,0.317497103128621,0.312677657760091,0.310521266389511
Zm00001eb343660,0.703125,0.659758203799655,0.666280417149479,0.739056281978397,0.791493444195715
Zm00001eb101700,0.09375,0.0863557858376511,0.0869061413673233,0.0773166571915861,0.072593540134314
Zm00001eb244380,0.1875,0.157167530224525,0.166859791425261,0.163729391699829,0.155740326191238
Zm00001eb145420,0.5625,0.360967184801382,0.390498261877173,0.32291074474133,0.261272785417333
Zm00001eb376740,5.265625,5.24697754749568,5.61529548088065,5.54462762933485,6.57179405180684
Zm00001eb030510,0.5,0.357512953367876,0.361529548088065,0.301307561114269,0.23217141029741
Zm00001eb280500,1.078125,0.606217616580311,0.507531865585168,0.38601478112564,0.210105532459226
Zm00001eb312850,0.015625,0.0103626943005181,0.00926998841251448,0.00966458214894827,0.00479692996482251
Zm00001eb427790,0.484375,0.499136442141624,0.561993047508691,0.521887436043206,0.535017588743204
Zm00001eb097990,0.5,0.521588946459413,0.476245654692932,0.46560545764639,0.440038375439719
Zm00001eb143060,0.21875,0.157167530224525,0.188876013904983,0.181353041500853,0.20594819315638
Zm00001eb031670,1.03125,0.671848013816926,0.719582850521437,0.612848209209778,0.540773904700991
Zm00001eb220000,0.53125,0.506044905008636,0.523754345307068,0.515633882888005,0.512951710905021
Zm00001eb074810,0.015625,0.0120898100172712,0.0115874855156431,0.0102330869812393,0.0102334505916214
Zm00001eb053870,0.25,0.18307426597582,0.20162224797219,0.184764070494599,0.19891269587464
Zm00001eb429450,0.375,0.300518134715026,0.310544611819235,0.320636725412166,0.309242085065558
Zm00001eb313820,0.578125,0.528497409326425,0.571263035921205,0.572484366117112,0.562200191877199
Zm00001eb112080,0.15625,0.0829015544041451,0.0996523754345307,0.0898237635019898,0.0943396226415094
Zm00001eb100750,0.234375,0.264248704663212,0.256083429895713,0.258669698692439,0.241125679565078
Zm00001eb337450,0.578125,0.253886010362694,0.317497103128621,0.270608300170551,0.168532139430764
Zm00001eb075520,0.828125,0.504317789291883,0.297798377752028,0.376350198976691,0.407419251678926
Zm00001eb428800,0.046875,0.0241796200345423,0.0173812282734647,0.0198976691301876,0.0159897665494084
Zm00001eb152940,0.703125,0.483592400690846,0.337195828505214,0.313246162592382,0.318516149664215
Zm00001eb362740,0.875,0.416234887737478,0.103128621089224,0.0426378624218306,0.0345378957467221
Zm00001eb041290,0.265625,0.188255613126079,0.128621089223638,0.117111995451961,0.136232811000959
Zm00001eb106790,0.015625,0.0155440414507772,0.00579374275782155,0.00795906765207504,0.00479692996482251
Zm00001eb138730,0.390625,0.424870466321244,0.363847045191193,0.367254121660034,0.464662615925807
Zm00001eb157860,0.046875,0.0483592400690846,0.033603707995365,0.0437748720864127,0.0434921650143908
Zm00001eb274800,0.21875,0.0967184801381693,0.018539976825029,0.0198976691301876,0.0441317556763671
Zm00001eb169410,0.203125,0.117443868739206,0.123986095017381,0.098919840818647,0.11160857051487
Zm00001eb060670,0.546875,0.468048359240069,0.458864426419467,0.41785105173394,0.45890629996802
Zm00001eb361390,0.078125,0.0414507772020725,0.0312862108922364,0.0164866401364412,0.0249440358170771
Zm00001eb187880,0.234375,0.0880829015544041,0.0556199304750869,0.0221716884593519,0.017268947873361
Zm00001eb029300,1.4375,1.06390328151986,0.969872537659328,0.960204661739625,1.00511672529581
Zm00001eb303220,0.53125,0.471502590673575,0.436848203939745,0.428084138715179,0.43811960345379
Zm00001eb100610,0.09375,0.077720207253886,0.0695249130938586,0.0756111426947129,0.0885833066837224
Zm00001eb067270,1.640625,0.792746113989637,0.456546929316338,0.405912450255827,0.295490885833067
Zm00001eb250620,0.9375,0.633851468048359,0.603707995365006,0.616259238203525,0.588423409018228
Zm00001eb004190,0.4375,0.379965457685665,0.351100811123986,0.351335986355884,0.341221618164375
Zm00001eb271970,1.484375,1.21588946459413,1.22247972190035,1.1591813530415,1.19219699392389
Zm00001eb308280,1.921875,1.75474956822107,1.85863267670915,1.85673678226265,1.93604093380237
Zm00001eb324300,0.90625,0.780656303972366,0.786790266512167,0.756111426947129,0.780300607611129
Zm00001eb413890,1.9375,1.49050086355786,1.42178447276941,1.31381466742467,1.3540134314039
Zm00001eb073790,0.3125,0.146804835924007,0.13441483198146,0.128482092097783,0.0972177806204029
Zm00001eb074730,0.046875,0.0414507772020725,0.0405561993047509,0.0250142126208073,0.0291013751199233
Zm00001eb239380,0.171875,0.079447322970639,0.0845886442641947,0.0676520750426379,0.053405820275024
Zm00001eb425230,0.34375,0.200345423143351,0.207415990730012,0.166571915861285,0.181963543332267
Zm00001eb006890,0.171875,0.120898100172712,0.125144843568946,0.0858442296759522,0.103293891909178
Zm00001eb425660,0.1875,0.146804835924007,0.152954808806489,0.123365548607163,0.140390150303806
Zm00001eb051910,0.671875,0.390328151986183,0.28505214368482,0.231381466742467,0.221937959705788
Zm00001eb158680,0.640625,0.378238341968912,0.168018539976825,0.0591245025582717,0.0393348257115446
Zm00001eb361790,1.078125,0.580310880829015,0.359212050984936,0.221716884593519,0.246242404860889
Zm00001eb303810,1,0.806563039723662,0.564310544611819,0.409891984081865,0.532779021426287
Zm00001eb042240,0.453125,0.457685664939551,0.426419466975666,0.437180216031836,0.487687879756956
Zm00001eb349730,0.546875,0.454231433506045,0.428736964078795,0.398521887436043,0.400703549728174
Zm00001eb051330,0.09375,0.0673575129533679,0.048667439165701,0.0318362706083002,0.0278221937959706
Zm00001eb227100,0.875,0.569948186528497,0.383545770567787,0.253553155201819,0.191877198592901
Zm00001eb138370,0.375,0.267702936096718,0.234067207415991,0.192723138146674,0.245283018867925
Zm00001eb325750,0.078125,0.0552677029360967,0.0278099652375435,0.022740193291643,0.0450911416693316
Zm00001eb233350,0.21875,0.227979274611399,0.212050984936269,0.237066515065378,0.227374480332587
Zm00001eb361210,0.953125,0.811744386873921,0.880648899188876,0.852757248436612,0.895107131435881
Zm00001eb035370,1.203125,1.16062176165803,1.28621089223638,1.31097214326322,1.24400383754397
Zm00001eb229950,0.96875,0.886010362694301,0.93279258400927,0.956225127913587,0.929964822513591
Zm00001eb136060,2,1.7167530224525,1.90961761297798,1.91756679931779,1.70354972817397
Zm00001eb292900,0.40625,0.328151986183074,0.374275782155272,0.375213189312109,0.361688519347618
Zm00001eb407810,0.203125,0.188255613126079,0.205098493626883,0.200682205798749,0.197313719219699
Zm00001eb143690,0.0625,0.0500863557858377,0.0266512166859791,0.0204661739624787,0.00799488327470419
Zm00001eb008680,1.484375,1.14680483592401,0.720741599073001,0.466173962478681,0.239206907579149
Zm00001eb179440,3.875,3.95682210708117,3.28968713789108,2.99602046617396,2.72049888071634
Zm00001eb227180,0.71875,0.626943005181347,0.465816917728853,0.368959636156907,0.360409338023665
Zm00001eb330690,0.53125,0.523316062176166,0.44611819235226,0.41273450824332,0.391109689798529
Zm00001eb031310,0.953125,0.962003454231434,0.966396292004635,0.948834565093803,1.054045410937
Zm00001eb147970,1.6875,1.61139896373057,1.19698725376593,0.82035247299602,0.78541733290694
Zm00001eb145150,0.796875,0.775474956822107,0.438006952491309,0.288800454803866,0.237927726255197
Zm00001eb408860,0.21875,0.198618307426598,0.105446118192352,0.0579874928936896,0.0450911416693316
Zm00001eb232120,0.78125,0.607944732297064,0.652375434530707,0.554292211483798,0.304445155100736
Zm00001eb290900,1.34375,1.29533678756477,1.27346465816918,1.12450255827175,0.965781899584266
Zm00001eb408640,1.78125,1.73229706390328,1.76361529548088,1.55372370665151,1.38055644387592
Zm00001eb316800,0.234375,0.203799654576857,0.195828505214368,0.166571915861285,0.143907898944675
Zm00001eb108930,0.375,0.381692573402418,0.342989571263036,0.301307561114269,0.242404860889031
Zm00001eb045630,0.828125,0.689119170984456,0.64774044032445,0.545764638999432,0.441317556763671
Zm00001eb187040,5.4375,5.30569948186529,5.45075318655852,5.41728254690165,5.44483530540454
Zm00001eb243910,0.390625,0.347150259067358,0.355735805330243,0.344513928368391,0.348257115446114
Zm00001eb238060,4.046875,3.38687392055268,3.33603707995365,3.32916429789653,3.19603453789575
Zm00001eb032000,0.515625,0.393782383419689,0.355735805330243,0.347924957362138,0.283338663255516
Zm00001eb331630,0.453125,0.397236614853195,0.353418308227115,0.35474701534963,0.322993284298049
Zm00001eb047760,0.421875,0.426597582037997,0.41135573580533,0.403069926094372,0.389830508474576
Zm00001eb183700,0.21875,0.160621761658031,0.18539976825029,0.143263217737351,0.117045091141669
Zm00001eb058850,1.59375,1.1139896373057,1.01853997682503,0.713473564525298,0.418612088263511
Zm00001eb106720,0.421875,0.347150259067358,0.353418308227115,0.350767481523593,0.358490566037736
Zm00001eb389900,0.40625,0.426597582037997,0.41946697566628,0.374644684479818,0.348576910777103
