"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","supergroup"
0,2.09904257185119,0.91,0.472,0,"0","Zm00001eb427470","leaf_meso"
0,2.05330218491082,0.908,0.429,0,"0","Zm00001eb074530","leaf_meso"
8.30911348935894e-262,2.03496781397513,0.488,0.148,1.91508447702745e-257,"0","Zm00001eb261790","leaf_meso"
2.17339887170701e-101,1.95176636420815,0.254,0.086,5.00924971951031e-97,"0","Zm00001eb019480","leaf_meso"
3.95816551555245e-188,1.82414990887943,0.427,0.143,9.12277988024529e-184,"0","Zm00001eb039810","leaf_meso"
1.88948609702586e-176,1.76475389353688,0.418,0.142,4.3548875564252e-172,"0","Zm00001eb101120","leaf_meso"
2.03039572057367e-169,1.74419610044362,0.442,0.162,4.6796560567782e-165,"0","Zm00001eb060950","leaf_meso"
4.64725391586305e-201,1.61778941078684,0.567,0.233,1.07109908252812e-196,"0","Zm00001eb195760","leaf_meso"
7.6220701045059e-127,1.61396143625672,0.375,0.144,1.75673471768652e-122,"0","Zm00001eb420410","leaf_meso"
4.68698956174956e-99,1.61195371313496,0.268,0.094,1.08025735419204e-94,"0","Zm00001eb075520","leaf_meso"
0,4.37785424488311,0.954,0.167,0,"1","Zm00001eb154280","co_epi_ab"
0,4.37428927215932,0.648,0.074,0,"1","Zm00001eb115840","co_epi_ab"
0,4.34931874774721,0.951,0.61,0,"1","Zm00001eb245610","co_epi_ab"
0,4.33470032613244,0.97,0.296,0,"1","Zm00001eb026500","co_epi_ab"
0,4.31798881417348,0.976,0.197,0,"1","Zm00001eb191480","co_epi_ab"
0,4.24378512191633,0.998,0.287,0,"1","Zm00001eb190060","co_epi_ab"
0,4.23506844343395,0.926,0.158,0,"1","Zm00001eb269960","co_epi_ab"
0,4.21739184662344,0.954,0.197,0,"1","Zm00001eb361000","co_epi_ab"
0,4.21685934184784,0.999,0.475,0,"1","Zm00001eb163880","co_epi_ab"
0,4.20801683705047,0.338,0.036,0,"1","Zm00001eb384740","co_epi_ab"
0,3.16518831402452,0.754,0.251,0,"10","Zm00001eb175860","leaf_vein"
5.16262821524522e-188,2.96690273162216,0.65,0.277,1.18988255104972e-183,"10","Zm00001eb083610","leaf_vein"
1.46686880756447e-223,2.94576770756122,0.318,0.051,3.3808392276746e-219,"10","Zm00001eb186280","leaf_vein"
2.93422357639425e-184,2.86169301354635,0.261,0.041,6.76279849887346e-180,"10","Zm00001eb112750","leaf_vein"
5.34795107585529e-208,2.72211108775884,0.349,0.065,1.23259576396313e-203,"10","Zm00001eb148440","leaf_vein"
4.70571457490194e-151,2.60747380178288,0.257,0.047,1.0845730952234e-146,"10","Zm00001eb069700","leaf_vein"
3.28614247453421e-136,2.58904603365611,0.382,0.11,7.57390117530644e-132,"10","Zm00001eb036880","leaf_vein"
4.67695272345713e-182,2.5508274280156,0.322,0.061,1.0779440637024e-177,"10","Zm00001eb075170","leaf_vein"
1.45325234141676e-120,2.5477275384013,0.276,0.065,3.34945599649736e-116,"10","Zm00001eb164120","leaf_vein"
4.60141144830342e-262,2.52892192473518,0.578,0.152,1.06053331060497e-257,"10","Zm00001eb266370","leaf_vein"
8.41424567056045e-91,2.12269788384721,0.265,0.071,1.93931534215077e-86,"11","Zm00001eb161390","co_meso_ab"
8.5239892957356e-155,1.78507629899629,0.693,0.289,1.96460905288114e-150,"11","Zm00001eb357740","co_meso_ab"
2.57148588288685e-192,1.70078268425706,0.755,0.295,5.92676066287762e-188,"11","Zm00001eb101660","co_meso_ab"
1.27812863879175e-57,1.59711512912634,0.263,0.092,2.94583088668723e-53,"11","Zm00001eb188120","co_meso_ab"
1.06045489862892e-53,1.57277014635201,0.269,0.1,2.44413645035995e-49,"11","Zm00001eb212520","co_meso_ab"
7.12062162076292e-167,1.57088604310385,0.682,0.256,1.64116087115344e-162,"11","Zm00001eb213560","co_meso_ab"
4.50332971787228e-204,1.56535750691289,0.896,0.448,1.0379274333752e-199,"11","Zm00001eb092540","co_meso_ab"
5.13137416109954e-173,1.54596816054522,0.816,0.381,1.18267911665022e-168,"11","Zm00001eb123240","co_meso_ab"
9.07733123832814e-59,1.5373752733594,0.314,0.122,2.09214330380987e-54,"11","Zm00001eb356600","co_meso_ab"
2.49223376891969e-196,1.51261800643204,0.874,0.415,5.74410039060611e-192,"11","Zm00001eb379570","co_meso_ab"
1.6720029441514e-31,1.20958376695239,0.312,0.155,3.85363238568016e-27,"12","Zm00001eb399100","co_meso_core"
3.42826770298198e-57,1.07513657894055,0.515,0.269,7.90147140183288e-53,"12","Zm00001eb023070","co_meso_core"
3.10120681410742e-62,1.07195005839282,0.672,0.398,7.14766146515478e-58,"12","Zm00001eb417150","co_meso_core"
6.10320335687025e-20,1.03927652064064,0.251,0.134,1.40666630969145e-15,"12","Zm00001eb391730","co_meso_core"
2.69023207621722e-43,1.00374272491229,0.504,0.281,6.20044688926544e-39,"12","Zm00001eb041970","co_meso_core"
1.12289784496512e-18,0.989637282976424,0.254,0.14,2.5880549530756e-14,"12","Zm00001eb316580","co_meso_core"
7.82703093664047e-47,0.988413795942625,0.511,0.28,1.8039740902769e-42,"12","Zm00001eb184830","co_meso_core"
1.75214484486197e-20,0.973006321923061,0.382,0.245,4.03834343843788e-16,"12","Zm00001eb192910","co_meso_core"
6.34200565191024e-84,0.966914707417783,0.872,0.643,1.46170546265227e-79,"12","Zm00001eb162620","co_meso_core"
1.04926996492015e-159,0.943477894436707,1,0.898,2.41835741514796e-155,"12","Zm00001eb265890","co_meso_core"
2.54747802936413e-102,1.38433723004663,0.611,0.265,5.87142736207845e-98,"13","Zm00001eb023070","co_meso_core"
5.35940707125737e-44,1.27175993369772,0.284,0.113,1.2352361417834e-39,"13","Zm00001eb162970","co_meso_core"
7.24710913891411e-32,1.23739153098771,0.269,0.121,1.67031371433692e-27,"13","Zm00001eb366850","co_meso_core"
1.6395798595836e-38,1.21043696966918,0.258,0.103,3.77890366036828e-34,"13","Zm00001eb040730","co_meso_core"
4.7873185958998e-88,1.20208109111404,0.656,0.315,1.10338118998299e-83,"13","Zm00001eb198140","co_meso_core"
2.43728484935106e-38,1.17296392986923,0.333,0.155,5.61745412078432e-34,"13","Zm00001eb399100","co_meso_core"
1.41442944477856e-77,1.1205081678723,0.606,0.295,3.25997698432562e-73,"13","Zm00001eb229460","co_meso_core"
8.86000783509994e-101,1.0306355278206,0.841,0.481,2.04205460583383e-96,"13","Zm00001eb300360","co_meso_core"
6.06476432950603e-161,1.02777556102882,0.994,0.897,1.39780688266455e-156,"13","Zm00001eb265900","co_meso_core"
2.08934956220748e-41,0.993947877170997,0.403,0.196,4.81553287097579e-37,"13","Zm00001eb404040","co_meso_core"
3.57377370767848e-52,1.45341063774149,0.636,0.449,8.23683364145737e-48,"14","Zm00001eb296870","leaf_most"
1.27582157920335e-06,1.08727512216409,0.273,0.226,0.0294051357574789,"14","Zm00001eb255670","leaf_most"
3.27008999396991e-84,1.02452671677466,0.965,0.624,7.53690341810184e-80,"14","Zm00001eb073810","leaf_most"
1.62072961528135e-40,1.02250370325104,0.679,0.467,3.73545761730047e-36,"14","Zm00001eb404260","leaf_most"
9.71926356191126e-77,1.01551693260596,0.94,0.64,2.24009586574931e-72,"14","Zm00001eb363810","leaf_most"
1.63126078618259e-65,0.993035835580797,0.86,0.541,3.75972985999364e-61,"14","Zm00001eb297760","leaf_most"
2.8803479140997e-10,0.987860617697467,0.431,0.384,6.63862587241698e-06,"14","Zm00001eb408800","leaf_most"
4.51772118072572e-51,0.97765773715545,0.878,0.61,1.04124437773366e-46,"14","Zm00001eb142540","leaf_most"
1.00609989757388e-81,0.960299460040523,0.985,0.664,2.31885904392828e-77,"14","Zm00001eb188180","leaf_most"
1.59982085769149e-29,0.957526712092495,0.678,0.533,3.68726711280734e-25,"14","Zm00001eb054200","leaf_most"
0,3.73184845033175,0.971,0.269,0,"15","Zm00001eb184830","co_epi_ad"
0,3.53485665530283,0.72,0.102,0,"15","Zm00001eb162970","co_epi_ad"
9.72623228678983e-267,3.50623403159964,0.324,0.032,2.24170201745932e-262,"15","Zm00001eb210390","co_epi_ad"
0,3.39860676593009,0.717,0.125,0,"15","Zm00001eb162960","co_epi_ad"
3.6467465654639e-267,3.27262538663607,0.446,0.063,8.4050214840812e-263,"15","Zm00001eb225510","co_epi_ad"
5.61334118380949e-288,2.67457130458179,0.88,0.272,1.29376287604441e-283,"15","Zm00001eb041970","co_epi_ad"
8.76000982934175e-122,2.55323845971485,0.308,0.059,2.01900706546669e-117,"15","Zm00001eb431780","co_epi_ad"
1.09686786407414e-264,2.37816898172804,0.934,0.393,2.52806105311809e-260,"15","Zm00001eb417150","co_epi_ad"
1.38932511803612e-98,2.22832250779376,0.31,0.07,3.20211653204966e-94,"15","Zm00001eb015080","co_epi_ad"
1.54073131980567e-253,2.06207252790863,0.962,0.427,3.55107754588811e-249,"15","Zm00001eb221130","co_epi_ad"
1.02661577093906e-57,2.04303995739059,0.277,0.079,2.36614402886036e-53,"16","Zm00001eb228500","co_meso_core"
1.18251025782867e-63,1.9841840625571,0.319,0.095,2.72544964224351e-59,"16","Zm00001eb228510","co_meso_core"
1.47414096312037e-103,1.92155433525905,0.586,0.211,3.39760009179983e-99,"16","Zm00001eb079730","co_meso_core"
2.6151555841205e-56,1.88916813236173,0.329,0.108,6.02741059028093e-52,"16","Zm00001eb053700","co_meso_core"
9.05661913990421e-67,1.78271631452773,0.465,0.175,2.08736957936512e-62,"16","Zm00001eb404760","co_meso_core"
1.72611919836707e-58,1.75803560374616,0.321,0.099,3.97835952839642e-54,"16","Zm00001eb131630","co_meso_core"
2.7567594858896e-106,1.75768567735574,0.576,0.19,6.35377926307835e-102,"16","Zm00001eb270300","co_meso_core"
2.76020250808358e-63,1.74366065818331,0.358,0.114,6.36171474063105e-59,"16","Zm00001eb003240","co_meso_core"
8.22218405149477e-43,1.71132962172504,0.257,0.084,1.89504898018852e-38,"16","Zm00001eb071090","co_meso_core"
2.46801688431125e-60,1.69976274519785,0.677,0.378,5.68828531496056e-56,"16","Zm00001eb355980","co_meso_core"
3.59896596532095e-257,3.30980845511111,0.816,0.23,8.29489675687174e-253,"17","Zm00001eb202200","co_meso_nearvein"
5.45685486478404e-224,3.11338404276447,0.591,0.121,1.25769590923542e-219,"17","Zm00001eb169480","co_meso_nearvein"
1.52408708912849e-141,2.47073378290611,0.476,0.108,3.51271592302336e-137,"17","Zm00001eb044060","co_meso_nearvein"
9.29625100754662e-74,2.36930183035688,0.27,0.062,2.14259993221934e-69,"17","Zm00001eb006660","co_meso_nearvein"
5.7765223439266e-62,2.26784076422185,0.304,0.087,1.3313728698282e-57,"17","Zm00001eb249200","co_meso_nearvein"
1.75622941861886e-104,2.26382982685864,0.415,0.105,4.04775756403275e-100,"17","Zm00001eb068160","co_meso_nearvein"
3.9520324961674e-110,2.25213312096912,0.432,0.109,9.10864449716663e-106,"17","Zm00001eb057440","co_meso_nearvein"
1.73094268551704e-86,2.15760392640262,0.268,0.054,3.98947670157967e-82,"17","Zm00001eb077130","co_meso_nearvein"
7.02402794111538e-79,2.13031626519845,0.306,0.073,1.61889795986827e-74,"17","Zm00001eb359290","co_meso_nearvein"
4.84074740068277e-174,2.03924209843716,0.981,0.686,1.11569546090936e-169,"17","Zm00001eb242690","co_meso_nearvein"
1.59052012806863e-63,2.06344580361488,0.319,0.089,3.66583079117258e-59,"18","Zm00001eb382940","sample_vari"
2.2630025108664e-87,1.95922302872765,0.539,0.192,5.21576818704487e-83,"18","Zm00001eb367250","sample_vari"
4.37415026754017e-94,1.95283021078341,0.546,0.183,1.00815415366266e-89,"18","Zm00001eb310760","sample_vari"
2.23930973202724e-97,1.90556785760983,0.679,0.288,5.16116107037637e-93,"18","Zm00001eb142230","sample_vari"
4.91165308978808e-63,1.87136699992614,0.36,0.111,1.13203780413436e-58,"18","Zm00001eb364940","sample_vari"
3.01598776043068e-72,1.85735275785797,0.413,0.128,6.95124859024063e-68,"18","Zm00001eb205210","sample_vari"
8.83521411413597e-53,1.82494854393218,0.284,0.081,2.03634014902606e-48,"18","Zm00001eb401080","sample_vari"
7.79872680996223e-45,1.78190845383078,0.279,0.089,1.7974505551601e-40,"18","Zm00001eb134870","sample_vari"
7.68652613084107e-49,1.77323799805086,0.299,0.094,1.77159054263625e-44,"18","orf99-d-XLOC-043654","sample_vari"
1.15078030934414e-112,1.74267758052281,0.729,0.292,2.65231845697637e-108,"18","Zm00001eb127460","sample_vari"
1.28479853139942e-203,2.03361219712434,0.93,0.318,2.96120365516938e-199,"19","Zm00001eb190060","co_epi_ab"
3.66497425407187e-47,2.01557137249267,0.291,0.086,8.44703266078485e-43,"19","Zm00001eb198080","co_epi_ab"
1.46229193153336e-175,1.8806956579228,1,0.666,3.37029044379808e-171,"19","Zm00001eb090830","co_epi_ab"
6.03417611481277e-95,1.8443179701979,0.598,0.199,1.39075691094205e-90,"19","Zm00001eb176110","co_epi_ab"
2.15633745805744e-133,1.82132818712186,0.915,0.625,4.96992657333079e-129,"19","Zm00001eb245610","co_epi_ab"
5.94365969518175e-48,1.80509312998854,0.329,0.105,1.36989468654549e-43,"19","Zm00001eb115840","co_epi_ab"
6.14032356687544e-164,1.78898092785538,1,0.794,1.41522177569345e-159,"19","Zm00001eb080380","co_epi_ab"
1.4864713693822e-162,1.78408526574425,0.99,0.68,3.42601921215209e-158,"19","Zm00001eb136750","co_epi_ab"
6.26437395040734e-173,1.74541837438516,1,0.599,1.44381290808988e-168,"19","Zm00001eb245620","co_epi_ab"
1.0392835344987e-32,1.72327969748158,0.299,0.113,2.3953406903126e-28,"19","Zm00001eb392870","co_epi_ab"
0,3.06044651547589,0.594,0.14,0,"2","Zm00001eb087960","co_meso_polar"
3.8150321555078e-181,2.35872006178458,0.299,0.066,8.79288611201439e-177,"2","Zm00001eb287770","co_meso_polar"
0,2.34491928832136,0.931,0.498,0,"2","Zm00001eb429480","co_meso_polar"
0,2.12277387503041,0.952,0.536,0,"2","Zm00001eb356910","co_meso_polar"
1.30496667596929e-270,2.08850106928903,0.545,0.153,3.00768719477402e-266,"2","Zm00001eb011940","co_meso_polar"
6.51941570468005e-286,2.08442962203064,0.665,0.228,1.50259493161466e-281,"2","Zm00001eb224430","co_meso_polar"
1.21355172817586e-156,2.05882246330075,0.301,0.074,2.79699402309971e-152,"2","Zm00001eb300130","co_meso_polar"
0,1.98606552712054,0.936,0.427,0,"2","Zm00001eb002270","co_meso_polar"
0,1.96868276643305,0.851,0.341,0,"2","Zm00001eb039010","co_meso_polar"
1.42413958101227e-181,1.96712106768687,0.44,0.137,3.28235690631709e-177,"2","Zm00001eb018040","co_meso_polar"
0,5.77606424448338,0.751,0.044,0,"20","Zm00001eb279030","co_vein_ab"
0,5.62833675280342,0.475,0.018,0,"20","Zm00001eb043170","co_vein_ab"
0,5.62572993394076,0.467,0.019,0,"20","Zm00001eb373380","co_vein_ab"
0,5.61205225428286,0.449,0.016,0,"20","Zm00001eb027390","co_vein_ab"
0,5.57485047694407,0.261,0.006,0,"20","Zm00001eb416830","co_vein_ab"
0,5.51088074382426,0.49,0.022,0,"20","Zm00001eb267230","co_vein_ab"
0,5.49977344043072,0.431,0.013,0,"20","Zm00001eb166490","co_vein_ab"
0,5.47363822558577,0.569,0.017,0,"20","Zm00001eb261900","co_vein_ab"
0,5.43738103287289,0.647,0.039,0,"20","Zm00001eb336100","co_vein_ab"
0,5.43312484645853,0.614,0.031,0,"20","Zm00001eb408900","co_vein_ab"
3.41428336907942e-54,2.23677884280044,0.474,0.199,7.86924030905424e-50,"21","Zm00001eb294180","co_meso_ab"
