"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.05330218491082,0.908,0.429,0,"0","Zm00001eb074530"
0,2.09904257185119,0.91,0.472,0,"0","Zm00001eb427470"
0,1.13079069827575,0.985,0.75,0,"0","Zm00001eb046260"
0,1.14230610474158,0.999,0.835,0,"0","Zm00001eb171320"
0,1.13216081881396,0.998,0.896,0,"0","Zm00001eb206090"
0,1.01156108766222,0.997,0.896,0,"0","Zm00001eb120030"
0,0.935944508788639,0.998,0.9,0,"0","Zm00001eb332790"
0,0.952120934108609,1,0.943,0,"0","Zm00001eb191090"
0,0.942336604144668,0.999,0.942,0,"0","Zm00001eb356490"
0,0.955964561856047,1,0.968,0,"0","Zm00001eb364750"
0,0.768194289537525,1,0.989,0,"0","Zm00001eb157400"
0,0.761436631594054,1,0.993,0,"0","Zm00001eb260960"
0,0.786823056787672,1,0.997,0,"0","Zm00001eb392880"
0,0.690600003145054,1,0.998,0,"0","Zm00001eb301010"
0,0.697428310651438,1,0.998,0,"0","Zm00001eb282790"
0,0.657439676481171,1,0.999,0,"0","Zm00001eb346100"
0,0.554085235768911,1,1,0,"0","Zm00001eb003180"
0,0.667874307337951,1,1,0,"0","Zm00001eb202910"
0,0.6554888318698,1,1,0,"0","Zm00001eb241550"
0,0.583723524371808,1,1,0,"0","Zm00001eb291240"
0,0.65056533136017,1,1,0,"0","Zm00001eb289680"
7.845762455959e-321,0.760035237459199,1,0.985,1.80829133084943e-316,"0","Zm00001eb374300"
1.0257790938956e-319,1.06363945922964,0.986,0.809,2.36421565561057e-315,"0","Zm00001eb222300"
8.87735176184968e-317,0.987697267182236,0.992,0.872,2.04605203407112e-312,"0","Zm00001eb308000"
4.67182674376801e-316,1.07868359342122,0.984,0.757,1.07676262790365e-311,"0","Zm00001eb394750"
2.85038674895801e-311,0.918112428989596,0.997,0.882,6.56957137899841e-307,"0","Zm00001eb294030"
2.73686778199553e-305,0.594273196776453,1,0.999,6.30793286394329e-301,"0","Zm00001eb095540"
8.20794990115908e-303,1.18001867031181,0.937,0.665,1.89176829321914e-298,"0","Zm00001eb104520"
1.05335918091259e-300,0.506690432853551,1,1,2.42778224016733e-296,"0","Zm00001eb365710"
1.87078982536737e-295,0.501561681302891,1,1,4.31179638950671e-291,"0","Zm00001eb344440"
1.02460834244013e-292,1.22425709999858,0.984,0.894,2.36151730765601e-288,"0","Zm00001eb159850"
2.16874521463615e-287,1.46004946369839,0.86,0.508,4.99852397069339e-283,"0","Zm00001eb170390"
3.26025704634576e-287,0.636620555738576,1,0.994,7.51424044041771e-283,"0","Zm00001eb143000"
3.58141606689807e-285,1.21534666548395,0.961,0.651,8.25444775098666e-281,"0","Zm00001eb188180"
2.58127987028696e-283,0.499877997906258,1,1,5.94933384503738e-279,"0","Zm00001eb144760"
1.03405646371182e-282,0.62039931997365,1,0.995,2.38329333756299e-278,"0","Zm00001eb019230"
2.42517041442634e-282,0.641463846949412,1,0.999,5.58953277116984e-278,"0","Zm00001eb273650"
2.20168045948972e-281,0.616170601364567,1,0.993,5.0744331230319e-277,"0","Zm00001eb154510"
2.56896537369055e-281,1.0413049785823,0.972,0.749,5.92095139328198e-277,"0","Zm00001eb320550"
1.2292139879869e-279,0.702012736538769,0.998,0.978,2.83309239951221e-275,"0","Zm00001eb232530"
1.86884444266257e-276,0.80715697792537,0.997,0.939,4.3073126714487e-272,"0","Zm00001eb173180"
2.23531036365411e-276,1.0382320894627,0.993,0.905,5.15194332615e-272,"0","Zm00001eb330880"
2.45193448776596e-276,0.566526932204607,1,0.998,5.65121860740299e-272,"0","Zm00001eb229690"
1.77441627674751e-275,0.57022251944182,1,0.999,4.08967463464765e-271,"0","Zm00001eb078210"
2.9642936429573e-274,0.622708250554638,1,0.994,6.83210398828798e-270,"0","Zm00001eb430770"
1.56124969066561e-273,0.558516591336708,1,1,3.5983682870461e-269,"0","Zm00001eb261840"
4.16711358316108e-271,0.625208589219505,0.999,0.99,9.60436338646965e-267,"0","Zm00001eb109610"
4.46717937145836e-270,0.633186387605906,1,0.994,1.02959550153372e-265,"0","Zm00001eb317450"
4.55595869781503e-267,0.633278711974536,1,0.996,1.05005736067241e-262,"0","Zm00001eb285610"
1.85292109573637e-265,0.579233236445614,1,0.998,4.27061254145318e-261,"0","Zm00001eb415950"
9.1938385473653e-265,0.904675759603078,0.982,0.826,2.11899590839675e-260,"0","Zm00001eb376980"
1.24242914224054e-262,0.502882940350018,1,1,2.86355068703599e-258,"0","Zm00001eb020200"
8.30911348935894e-262,2.03496781397513,0.488,0.148,1.91508447702745e-257,"0","Zm00001eb261790"
1.49829343891446e-261,0.843979931237346,0.99,0.872,3.45326671801006e-257,"0","Zm00001eb409440"
5.78452274806576e-260,0.61436918368102,1,0.993,1.3332168029742e-255,"0","Zm00001eb364190"
4.52855780790558e-257,0.704715758669344,0.999,0.974,1.04374200356608e-252,"0","Zm00001eb416760"
1.19767867983827e-254,1.03844757028322,0.962,0.744,2.76040982129125e-250,"0","Zm00001eb247450"
5.76785180800058e-254,1.00475728172925,0.954,0.72,1.32937448470797e-249,"0","Zm00001eb200450"
5.84619948828976e-253,0.913131694583544,0.98,0.83,1.34743205806102e-248,"0","Zm00001eb344300"
6.30468563478536e-253,0.644694575471575,1,0.982,1.45310394510533e-248,"0","Zm00001eb399010"
8.33533454349681e-253,0.917833930425401,0.975,0.86,1.92112790558515e-248,"0","Zm00001eb378930"
4.22521418683873e-252,0.571160817693448,1,0.996,9.73827365782591e-248,"0","Zm00001eb361700"
1.42631672517817e-251,0.517009808545073,1,0.999,3.28737478819064e-247,"0","Zm00001eb322940"
1.83281566261406e-251,0.710530706993176,0.998,0.958,4.2242735391929e-247,"0","Zm00001eb238930"
5.55270715143391e-251,0.955895937555006,0.965,0.767,1.27978794426249e-246,"0","Zm00001eb394640"
1.54564243540664e-250,0.531257416453609,1,0.999,3.56239668512522e-246,"0","Zm00001eb013750"
7.42303459832396e-250,0.716256071695667,0.999,0.969,1.71086101422171e-245,"0","Zm00001eb037310"
1.71620342167181e-249,0.955081621008225,0.975,0.785,3.9555056462692e-245,"0","Zm00001eb046580"
2.64606846117824e-248,0.462704596058375,1,1,6.09865858932361e-244,"0","Zm00001eb173220"
1.92494546231376e-247,0.550110946232299,1,0.998,4.43661430154076e-243,"0","Zm00001eb219320"
7.66478120053401e-247,0.933585007442552,0.976,0.772,1.76657877109908e-242,"0","Zm00001eb183010"
1.92895903078484e-246,0.746616748282111,0.995,0.957,4.4458647741529e-242,"0","Zm00001eb102250"
1.21796641374908e-245,0.539198138804198,1,0.999,2.80716899040888e-241,"0","Zm00001eb063980"
2.59818828288722e-245,1.47893186469592,0.755,0.394,5.98830435439845e-241,"0","Zm00001eb294370"
3.40432364666196e-245,1.13508426338197,0.903,0.584,7.84628514082648e-241,"0","Zm00001eb365080"
1.13265197146763e-241,1.16936727015991,0.868,0.511,2.61053626383859e-237,"0","Zm00001eb212160"
8.62378177198437e-239,0.547724461640879,1,0.997,1.98760922280696e-234,"0","Zm00001eb172570"
2.80397460135196e-237,0.459631390508221,1,1,6.46260066119599e-233,"0","Zm00001eb207840"
1.35942828220773e-234,0.479603966609016,1,0.999,3.13321030483238e-230,"0","Zm00001eb098510"
1.49182332547021e-234,1.08542215163649,0.92,0.741,3.43835440054373e-230,"0","Zm00001eb248640"
3.50307076081703e-234,0.629050780169921,1,0.982,8.0738774895311e-230,"0","Zm00001eb192860"
3.0040790825437e-233,0.664812644907922,0.999,0.979,6.92380146944673e-229,"0","Zm00001eb191550"
7.89600545363484e-232,0.732492188114634,0.992,0.929,1.81987133695376e-227,"0","Zm00001eb401990"
1.01148228133077e-229,0.513521737427395,1,0.998,2.33126436201115e-225,"0","Zm00001eb095960"
3.61794200485914e-228,0.469837878405942,1,1,8.33863273279936e-224,"0","Zm00001eb393200"
1.6831166168731e-226,0.974491290889582,0.949,0.744,3.87924717856913e-222,"0","Zm00001eb053960"
5.81154676350713e-226,0.463008342487817,1,1,1.33944529805312e-221,"0","Zm00001eb106150"
5.90580911750386e-226,0.538346743624151,1,0.996,1.36117088540229e-221,"0","Zm00001eb124750"
1.98704220511759e-225,0.591994114614032,0.999,0.985,4.57973487435502e-221,"0","Zm00001eb295950"
4.30608913215494e-225,0.768458003899623,0.988,0.89,9.9246742317907e-221,"0","Zm00001eb286210"
2.48083932538574e-224,0.4520993759963,1,1,5.71783847714905e-220,"0","Zm00001eb400820"
4.62177894948176e-224,0.563150594997217,0.999,0.994,1.06522761227656e-219,"0","Zm00001eb175100"
8.65349902623869e-223,0.861853542045686,0.991,0.917,1.99445845556749e-218,"0","Zm00001eb195010"
3.74283836248265e-222,1.10321851020054,0.882,0.591,8.62649385785002e-218,"0","Zm00001eb016780"
4.43302394703562e-221,0.601494171057627,0.999,0.981,1.02172335931277e-216,"0","Zm00001eb204910"
1.96240398454319e-220,0.483702942366403,1,0.999,4.52294870357514e-216,"0","Zm00001eb317810"
2.26989593406251e-220,1.22192805275517,0.83,0.502,5.23165614882728e-216,"0","Zm00001eb334860"
3.59151011965565e-220,0.577924528136017,1,0.989,8.27771252378234e-216,"0","Zm00001eb386940"
1.30830587686129e-219,0.844643478160797,0.993,0.894,3.0153833849899e-215,"0","Zm00001eb265890"
1.3282230986125e-218,0.446852964458104,1,1,3.06128859768208e-214,"0","Zm00001eb268660"
2.26776622999785e-218,1.04672604690818,0.901,0.684,5.22674760689905e-214,"0","Zm00001eb068270"
4.93283301911221e-218,0.959232064210411,0.94,0.747,1.13691935424498e-213,"0","Zm00001eb308620"
1.17358998917009e-217,1.29497068228444,0.81,0.479,2.70489020703922e-213,"0","Zm00001eb016200"
4.02202189646937e-217,0.466878486027474,1,0.999,9.26995606698261e-213,"0","Zm00001eb369660"
2.82912389891167e-216,0.735506808698724,0.994,0.9,6.52056476221161e-212,"0","Zm00001eb036020"
6.90393590005143e-216,0.929768584105208,0.951,0.693,1.59121914624385e-211,"0","Zm00001eb188030"
1.64353671007632e-215,0.948811930603062,0.936,0.702,3.7880234093839e-211,"0","Zm00001eb066640"
5.19877829059106e-215,1.25928766670017,0.788,0.461,1.19821442041543e-210,"0","Zm00001eb358270"
1.54141645558239e-214,0.454171083669002,1,1,3.55265664682629e-210,"0","Zm00001eb148830"
3.96725461688142e-214,0.723923464899724,0.997,0.918,9.1437284409883e-210,"0","Zm00001eb010300"
4.8815150539754e-213,0.653779233194209,0.999,0.937,1.12509158964025e-208,"0","Zm00001eb042830"
8.03094713153435e-213,0.507196136109897,1,0.997,1.85097269487604e-208,"0","Zm00001eb176000"
8.10986211458849e-213,0.734804164607212,0.992,0.917,1.86916102017036e-208,"0","Zm00001eb227660"
9.55632489276197e-213,0.544117121590794,1,0.994,2.20254176128378e-208,"0","Zm00001eb214650"
1.17064465376731e-210,0.421977287803202,1,1,2.69810179800289e-206,"0","Zm00001eb378000"
7.07644755402618e-210,0.85777697981956,0.96,0.773,1.63097963225195e-205,"0","Zm00001eb016970"
9.20540203199063e-210,0.649826610842634,0.997,0.962,2.1216610603332e-205,"0","Zm00001eb426610"
6.28971201947343e-209,1.16849778247617,0.806,0.453,1.44965282624824e-204,"0","Zm00001eb280690"
1.31473587697739e-208,0.46775313971357,1,1,3.0302032492575e-204,"0","Zm00001eb351330"
1.67478146920668e-208,0.574952885158517,1,0.982,3.86003633022755e-204,"0","Zm00001eb281810"
3.87282882379785e-208,0.739295272343415,0.992,0.863,8.9260958730893e-204,"0","Zm00001eb000420"
3.28490474901076e-207,0.540572941715271,1,0.996,7.57104846551999e-203,"0","Zm00001eb209740"
3.34304007678065e-207,0.55070298277488,1,0.991,7.70503876896403e-203,"0","Zm00001eb214990"
5.96140922255347e-207,0.678618470433131,0.995,0.937,1.37398559761412e-202,"0","Zm00001eb119260"
1.51417629788372e-206,0.59905273200943,0.998,0.988,3.48987353136239e-202,"0","Zm00001eb392290"
4.81184901872526e-206,0.913110336635441,0.941,0.717,1.1090349618358e-201,"0","Zm00001eb110270"
6.37557842138684e-206,0.775036946131915,0.98,0.882,1.46944331456124e-201,"0","Zm00001eb193040"
9.52885849524072e-206,1.12164948623202,0.805,0.441,2.19621130598308e-201,"0","Zm00001eb104540"
2.66358117439654e-205,1.01501007440362,0.897,0.622,6.13902189074915e-201,"0","Zm00001eb201060"
3.70954894678979e-204,0.441258440168999,1,0.999,8.54976841256112e-200,"0","Zm00001eb036530"
4.00230306899809e-204,0.681901588425411,0.996,0.914,9.22450811342679e-200,"0","Zm00001eb170610"
4.54758873555766e-204,1.0954544377596,0.845,0.536,1.04812825177133e-199,"0","Zm00001eb080780"
4.81038687267029e-204,0.573593668064517,0.999,0.984,1.10869796641305e-199,"0","Zm00001eb019730"
1.71086503990013e-203,1.50154813238683,0.618,0.272,3.94320174396182e-199,"0","Zm00001eb412190"
1.36956086205027e-202,0.57327946614945,1,0.992,3.15656387485345e-198,"0","Zm00001eb312560"
4.06183596278226e-201,1.37641440034815,0.728,0.398,9.36171952702055e-197,"0","Zm00001eb432480"
4.34491424888395e-201,0.858619097858555,0.953,0.774,1.00141583608277e-196,"0","Zm00001eb269170"
4.64725391586305e-201,1.61778941078684,0.567,0.233,1.07109908252812e-196,"0","Zm00001eb195760"
1.26844171200918e-200,0.772770084319123,0.977,0.859,2.92350445783877e-196,"0","Zm00001eb181430"
2.34531624544331e-200,0.386614628021035,1,1,5.40548488249773e-196,"0","Zm00001eb174930"
2.35890985236805e-200,0.688746800992278,0.988,0.925,5.43681542773789e-196,"0","Zm00001eb176070"
2.4612333793995e-200,1.02196120734116,0.881,0.669,5.67265069283997e-196,"0","Zm00001eb199230"
4.80858874892649e-200,0.716581949506116,0.99,0.882,1.10828353485258e-195,"0","Zm00001eb253410"
4.7557781808248e-199,1.08389257240336,0.86,0.594,1.0961117551165e-194,"0","Zm00001eb269100"
1.24164795196446e-198,0.521524439067123,1,0.993,2.86175019968769e-194,"0","Zm00001eb351630"
3.09325435500443e-196,0.951515014696199,0.913,0.681,7.12933263741421e-192,"0","Zm00001eb114360"
6.63827286638451e-196,0.487239291904855,1,0.996,1.5299891302443e-191,"0","Zm00001eb327790"
1.34900812043809e-195,0.509881611429607,1,0.997,3.1091939159857e-191,"0","Zm00001eb342400"
1.56001764720994e-195,0.742178620367256,0.986,0.894,3.59552867328946e-191,"0","Zm00001eb154710"
2.67866726087023e-195,0.464337068819344,1,0.999,6.17379230285371e-191,"0","Zm00001eb086050"
5.00169922642655e-193,1.09846150107121,0.818,0.504,1.15279163770679e-188,"0","Zm00001eb302830"
2.77258929404416e-192,1.1108394295129,0.844,0.594,6.39026380491297e-188,"0","Zm00001eb084160"
1.9130085581828e-190,0.682864727089807,0.987,0.942,4.40910212489972e-186,"0","Zm00001eb065160"
7.04885661088802e-190,0.464518787419178,1,0.999,1.62462047167747e-185,"0","Zm00001eb335620"
3.3300745309745e-188,0.449706821121551,1,1,7.67515577899003e-184,"0","Zm00001eb104220"
3.95816551555245e-188,1.82414990887943,0.427,0.143,9.12277988024529e-184,"0","Zm00001eb039810"
4.22246565963624e-188,1.17849807398545,0.765,0.437,9.73193885232961e-184,"0","Zm00001eb128720"
3.91291873072649e-187,0.59587647601458,1,0.956,9.01849509057841e-183,"0","Zm00001eb320870"
4.08680265817453e-187,0.60227236617536,0.996,0.96,9.41926276656066e-183,"0","Zm00001eb322650"
1.97807453078742e-186,0.51151993295362,0.999,0.991,4.55906617855885e-182,"0","Zm00001eb039380"
2.03807647251181e-186,0.431080170133637,1,1,4.69735865384523e-182,"0","Zm00001eb217560"
8.34902891540567e-186,0.476394541430958,1,0.998,1.9242841844227e-181,"0","Zm00001eb109030"
9.94291651631432e-186,0.46741217613392,0.999,0.997,2.29164339868012e-181,"0","Zm00001eb199800"
1.15830864601433e-185,0.778552724507423,0.962,0.777,2.66966976733383e-181,"0","Zm00001eb278640"
1.25747848433421e-185,0.422042361066593,1,1,2.89823641069349e-181,"0","Zm00001eb334050"
2.67338626654238e-185,0.588491167807525,0.998,0.97,6.16162066712688e-181,"0","Zm00001eb082960"
1.33585926455617e-184,0.560215069798377,1,0.982,3.07888843294905e-180,"0","Zm00001eb306370"
1.6189656696899e-184,0.586939582533788,1,0.978,3.73139207550128e-180,"0","Zm00001eb431270"
6.02502687900168e-184,0.567894697289271,0.999,0.972,1.38864819507231e-179,"0","Zm00001eb015330"
4.37198416415075e-183,0.543921011293156,0.999,0.982,1.00765491015346e-178,"0","Zm00001eb379270"
4.81545508551379e-183,0.656654610441135,0.99,0.935,1.10986608810922e-178,"0","Zm00001eb283950"
7.12342332700319e-182,0.502755487033182,1,0.996,1.6418066084077e-177,"0","Zm00001eb430450"
9.21963048436227e-181,1.02049245428216,0.859,0.582,2.12494043403581e-176,"0","Zm00001eb271900"
3.17564672280869e-180,0.519092511828278,1,0.986,7.31923056672946e-176,"0","Zm00001eb347380"
1.02480628133035e-179,0.505915868100259,1,0.99,2.3619735172102e-175,"0","Zm00001eb147170"
4.07211689410022e-179,1.13328169155741,0.765,0.439,9.38541501752218e-175,"0","Zm00001eb344750"
6.14829036891009e-179,0.995890574681138,0.846,0.56,1.4170579642264e-174,"0","Zm00001eb131370"
1.07382808571445e-176,0.410988603276477,1,0.999,2.47495897195466e-172,"0","Zm00001eb070950"
1.57089497141229e-176,0.863934178491276,0.923,0.689,3.62059873011104e-172,"0","Zm00001eb228690"
1.88948609702586e-176,1.76475389353688,0.418,0.142,4.3548875564252e-172,"0","Zm00001eb101120"
2.79753636313787e-176,0.451981399223575,1,0.999,6.44776180976016e-172,"0","Zm00001eb163700"
2.17349916606054e-175,0.537632034860428,0.999,0.984,5.00948087793634e-171,"0","Zm00001eb258730"
2.42758971615613e-175,0.852888593294802,0.907,0.629,5.59510877779666e-171,"0","Zm00001eb363810"
2.60842642194883e-175,0.700771402103074,0.977,0.888,6.01190121730765e-171,"0","Zm00001eb205590"
3.85385796263365e-174,0.660992761704806,0.988,0.888,8.88237183227804e-170,"0","Zm00001eb362490"
8.3941098332636e-174,0.425907638063395,1,0.999,1.93467443437059e-169,"0","Zm00001eb212030"
2.04954642880633e-173,1.29614059275896,0.653,0.332,4.72379460911284e-169,"0","Zm00001eb195970"
3.24704407773683e-173,0.564874248296145,0.994,0.971,7.48378719036784e-169,"0","Zm00001eb425920"
6.97808181758326e-171,0.600324810901715,0.993,0.948,1.60830829731659e-166,"0","Zm00001eb041340"
1.77186196731732e-170,0.840006427628882,0.925,0.713,4.08378746227296e-166,"0","Zm00001eb244920"
2.03039572057367e-169,1.74419610044362,0.442,0.162,4.6796560567782e-165,"0","Zm00001eb060950"
3.5827469890528e-169,0.963487817474969,0.846,0.55,8.25751526036889e-165,"0","Zm00001eb291210"
4.93197587542933e-169,0.455062199829145,1,0.997,1.13672179976895e-164,"0","Zm00001eb034830"
1.99769447971801e-168,0.970900627292707,0.829,0.537,4.60428623685406e-164,"0","Zm00001eb333210"
2.53001957505087e-167,0.503443486976809,0.999,0.988,5.83118911657724e-163,"0","Zm00001eb232520"
1.65162745157671e-166,0.458817844319296,1,0.993,3.806670950394e-162,"0","Zm00001eb151050"
1.15937534462304e-165,0.528485163511115,0.996,0.979,2.67212829428718e-161,"0","Zm00001eb109330"
1.72819695220875e-165,0.742847378420437,0.949,0.73,3.98314833545074e-161,"0","Zm00001eb087160"
3.19401993030976e-165,1.01906629692678,0.791,0.5,7.36157713537794e-161,"0","Zm00001eb123540"
3.5616843230743e-164,0.572281201561538,0.995,0.962,8.20897002782166e-160,"0","Zm00001eb343250"
7.61526222821248e-164,0.646758835950268,0.986,0.916,1.75516563835841e-159,"0","Zm00001eb384890"
4.43578095891262e-163,0.959491807201548,0.843,0.569,1.02235879541018e-158,"0","Zm00001eb318770"
1.55287368032463e-162,0.532629120383089,0.999,0.977,3.57906325841222e-158,"0","Zm00001eb064570"
4.39145351404013e-162,1.03702540006858,0.797,0.517,1.01214220591597e-157,"0","Zm00001eb212700"
