gene_id,level,recovered_level,level_identical
Zm00001eb227240,6,1,FALSE
Zm00001eb050860,1,1,TRUE
Zm00001eb019780,4,1,FALSE
Zm00001eb164530,2,1,FALSE
Zm00001eb055700,3,1,FALSE
Zm00001eb269420,2,1,FALSE
Zm00001eb325760,6,1,FALSE
Zm00001eb202570,2,1,FALSE
Zm00001eb380990,2,1,FALSE
Zm00001eb150830,2,1,FALSE
Zm00001eb361590,2,1,FALSE
Zm00001eb307400,2,1,FALSE
Zm00001eb314810,2,1,FALSE
Zm00001eb203350,9,1,FALSE
Zm00001eb424870,1,1,TRUE
Zm00001eb051340,1,1,TRUE
Zm00001eb264780,2,1,FALSE
Zm00001eb062170,1,1,TRUE
Zm00001eb331080,2,1,FALSE
Zm00001eb162130,5,1,FALSE
Zm00001eb353320,4,1,FALSE
Zm00001eb386370,2,1,FALSE
Zm00001eb235640,2,1,FALSE
Zm00001eb388280,2,1,FALSE
Zm00001eb040220,1,1,TRUE
Zm00001eb289490,8,1,FALSE
Zm00001eb079950,1,1,TRUE
Zm00001eb041860,1,1,TRUE
Zm00001eb284130,1,1,TRUE
Zm00001eb334160,1,1,TRUE
Zm00001eb222520,1,1,TRUE
Zm00001eb360510,1,1,TRUE
Zm00001eb073910,2,1,FALSE
Zm00001eb244670,1,1,TRUE
Zm00001eb144270,1,1,TRUE
Zm00001eb295700,2,1,FALSE
Zm00001eb160080,1,1,TRUE
Zm00001eb216500,1,1,TRUE
Zm00001eb264150,1,1,TRUE
Zm00001eb358680,1,1,TRUE
Zm00001eb243260,2,1,FALSE
Zm00001eb430300,2,1,FALSE
Zm00001eb373300,5,1,FALSE
Zm00001eb198620,2,1,FALSE
Zm00001eb311020,5,1,FALSE
Zm00001eb309600,7,1,FALSE
Zm00001eb093650,2,1,FALSE
Zm00001eb358260,6,1,FALSE
Zm00001eb413100,4,1,FALSE
Zm00001eb015020,1,1,TRUE
Zm00001eb075640,1,1,TRUE
Zm00001eb082590,1,1,TRUE
Zm00001eb354880,1,1,TRUE
Zm00001eb055920,1,1,TRUE
Zm00001eb154380,1,1,TRUE
Zm00001eb102260,6,1,FALSE
Zm00001eb104790,4,1,FALSE
Zm00001eb399030,3,1,FALSE
Zm00001eb197040,1,1,TRUE
Zm00001eb400120,1,1,TRUE
Zm00001eb071920,1,1,TRUE
Zm00001eb344540,1,1,TRUE
Zm00001eb172450,1,1,TRUE
Zm00001eb117820,1,1,TRUE
Zm00001eb035180,1,1,TRUE
Zm00001eb264380,1,1,TRUE
Zm00001eb299420,1,1,TRUE
Zm00001eb403140,1,1,TRUE
Zm00001eb103060,1,1,TRUE
Zm00001eb421120,1,1,TRUE
Zm00001eb291720,1,1,TRUE
Zm00001eb130180,1,1,TRUE
Zm00001eb202660,1,1,TRUE
Zm00001eb220660,1,1,TRUE
Zm00001eb264910,1,1,TRUE
Zm00001eb251820,1,1,TRUE
Zm00001eb402580,3,1,FALSE
Zm00001eb227390,1,1,TRUE
Zm00001eb279010,1,1,TRUE
Zm00001eb375660,1,1,TRUE
Zm00001eb015320,1,1,TRUE
Zm00001eb204190,1,1,TRUE
Zm00001eb062760,2,1,FALSE
Zm00001eb176440,1,1,TRUE
Zm00001eb076640,3,1,FALSE
Zm00001eb167310,1,1,TRUE
Zm00001eb228170,4,1,FALSE
Zm00001eb267130,3,1,FALSE
Zm00001eb149810,11,1,FALSE
Zm00001eb023870,2,1,FALSE
Zm00001eb057820,2,1,FALSE
Zm00001eb184050,4,2,FALSE
Zm00001eb144290,4,2,FALSE
Zm00001eb273580,6,2,FALSE
Zm00001eb168120,3,2,FALSE
Zm00001eb067340,6,2,FALSE
Zm00001eb320340,7,2,FALSE
Zm00001eb148320,5,2,FALSE
Zm00001eb199530,2,2,TRUE
Zm00001eb357490,8,2,FALSE
Zm00001eb419680,6,2,FALSE
Zm00001eb031560,3,2,FALSE
Zm00001eb070520,4,2,FALSE
Zm00001eb116410,7,2,FALSE
Zm00001eb294030,8,2,FALSE
Zm00001eb150840,6,2,FALSE
Zm00001eb004670,4,2,FALSE
Zm00001eb360260,3,2,FALSE
Zm00001eb388300,4,2,FALSE
Zm00001eb005020,6,2,FALSE
Zm00001eb120590,3,2,FALSE
Zm00001eb406000,3,2,FALSE
Zm00001eb148850,8,2,FALSE
Zm00001eb074570,3,2,FALSE
Zm00001eb139160,7,2,FALSE
Zm00001eb415640,2,2,TRUE
Zm00001eb339390,4,2,FALSE
Zm00001eb142180,6,2,FALSE
Zm00001eb121110,9,2,FALSE
Zm00001eb362090,8,2,FALSE
Zm00001eb340550,5,2,FALSE
Zm00001eb092090,8,2,FALSE
Zm00001eb178550,5,2,FALSE
Zm00001eb094740,1,2,FALSE
Zm00001eb296770,3,2,FALSE
Zm00001eb355110,3,2,FALSE
Zm00001eb379550,2,2,TRUE
Zm00001eb317100,3,2,FALSE
Zm00001eb388060,2,2,TRUE
Zm00001eb278870,2,2,TRUE
Zm00001eb427580,14,2,FALSE
Zm00001eb106620,2,2,TRUE
Zm00001eb306220,2,2,TRUE
Zm00001eb343660,8,2,FALSE
Zm00001eb101700,3,2,FALSE
Zm00001eb244380,2,2,TRUE
Zm00001eb145420,2,2,TRUE
Zm00001eb376740,9,2,FALSE
Zm00001eb030510,2,2,TRUE
Zm00001eb280500,2,2,TRUE
Zm00001eb312850,2,2,TRUE
Zm00001eb427790,12,2,FALSE
Zm00001eb097990,4,2,FALSE
Zm00001eb143060,4,2,FALSE
Zm00001eb031670,1,2,FALSE
Zm00001eb220000,4,2,FALSE
Zm00001eb074810,1,2,FALSE
Zm00001eb053870,2,2,TRUE
Zm00001eb429450,2,2,TRUE
Zm00001eb112080,2,2,TRUE
Zm00001eb100750,10,2,FALSE
Zm00001eb337450,2,2,TRUE
Zm00001eb075520,1,2,FALSE
Zm00001eb428800,1,2,FALSE
Zm00001eb152940,1,2,FALSE
Zm00001eb362740,1,2,FALSE
Zm00001eb041290,2,2,TRUE
Zm00001eb106790,4,2,FALSE
Zm00001eb138730,12,2,FALSE
Zm00001eb274800,1,2,FALSE
Zm00001eb169410,1,2,FALSE
Zm00001eb060670,2,2,TRUE
Zm00001eb361390,1,2,FALSE
Zm00001eb187880,1,2,FALSE
Zm00001eb029300,1,2,FALSE
Zm00001eb303220,1,2,FALSE
Zm00001eb100610,4,2,FALSE
Zm00001eb067270,1,2,FALSE
Zm00001eb250620,1,2,FALSE
Zm00001eb004190,1,2,FALSE
Zm00001eb271970,1,2,FALSE
Zm00001eb308280,5,2,FALSE
Zm00001eb324300,1,2,FALSE
Zm00001eb413890,1,2,FALSE
Zm00001eb073790,1,2,FALSE
Zm00001eb074730,4,2,FALSE
Zm00001eb239380,1,2,FALSE
Zm00001eb425230,1,2,FALSE
Zm00001eb006890,2,2,TRUE
Zm00001eb425660,2,2,TRUE
Zm00001eb051910,1,2,FALSE
Zm00001eb158680,2,2,TRUE
Zm00001eb361790,1,2,FALSE
Zm00001eb303810,2,2,TRUE
Zm00001eb042240,13,2,FALSE
Zm00001eb349730,1,2,FALSE
Zm00001eb051330,2,2,TRUE
Zm00001eb227100,2,2,TRUE
Zm00001eb138370,2,3,FALSE
Zm00001eb325750,2,3,FALSE
Zm00001eb361210,3,3,TRUE
Zm00001eb035370,13,3,FALSE
Zm00001eb229950,5,3,FALSE
Zm00001eb136060,6,3,FALSE
Zm00001eb292900,4,3,FALSE
Zm00001eb143690,3,3,TRUE
Zm00001eb008680,3,3,TRUE
Zm00001eb179440,3,3,TRUE
Zm00001eb227180,2,3,FALSE
Zm00001eb330690,3,3,TRUE
Zm00001eb031310,9,3,FALSE
Zm00001eb147970,3,3,TRUE
Zm00001eb145150,3,3,TRUE
Zm00001eb408860,3,3,TRUE
Zm00001eb232120,4,3,FALSE
Zm00001eb290900,4,3,FALSE
Zm00001eb408640,4,3,FALSE
Zm00001eb316800,3,3,TRUE
Zm00001eb108930,4,3,FALSE
Zm00001eb045630,3,3,TRUE
Zm00001eb187040,6,3,FALSE
Zm00001eb243910,1,3,FALSE
Zm00001eb238060,1,3,FALSE
Zm00001eb032000,2,3,FALSE
Zm00001eb331630,2,3,FALSE
Zm00001eb047760,4,3,FALSE
Zm00001eb183700,3,3,TRUE
Zm00001eb058850,3,3,TRUE
Zm00001eb106720,1,3,FALSE
Zm00001eb389900,5,3,FALSE
Zm00001eb159750,3,3,TRUE
Zm00001eb176740,1,3,FALSE
Zm00001eb161000,2,3,FALSE
Zm00001eb005740,2,3,FALSE
Zm00001eb136750,9,3,FALSE
Zm00001eb092810,2,3,FALSE
Zm00001eb199880,2,3,FALSE
Zm00001eb331880,3,3,TRUE
Zm00001eb073900,2,3,FALSE
Zm00001eb408800,3,3,TRUE
Zm00001eb053460,3,3,TRUE
Zm00001eb104350,2,3,FALSE
Zm00001eb258240,3,3,TRUE
Zm00001eb207760,1,3,FALSE
Zm00001eb091300,3,3,TRUE
Zm00001eb206760,1,3,FALSE
Zm00001eb316740,2,3,FALSE
Zm00001eb246280,2,3,FALSE
Zm00001eb288890,4,3,FALSE
Zm00001eb352570,2,3,FALSE
Zm00001eb076420,3,3,TRUE
Zm00001eb128000,8,3,FALSE
Zm00001eb428890,5,3,FALSE
Zm00001eb060810,4,3,FALSE
Zm00001eb215910,8,3,FALSE
Zm00001eb042020,3,3,TRUE
Zm00001eb259870,5,3,FALSE
Zm00001eb314500,7,3,FALSE
Zm00001eb067160,8,3,FALSE
Zm00001eb172100,8,3,FALSE
Zm00001eb146420,7,3,FALSE
Zm00001eb340790,6,3,FALSE
Zm00001eb100770,5,3,FALSE
Zm00001eb355240,5,3,FALSE
Zm00001eb126430,5,3,FALSE
Zm00001eb275820,5,3,FALSE
Zm00001eb278470,7,3,FALSE
Zm00001eb403880,5,3,FALSE
Zm00001eb356490,8,3,FALSE
Zm00001eb416530,7,3,FALSE
Zm00001eb292830,4,3,FALSE
Zm00001eb333750,6,3,FALSE
Zm00001eb402950,3,3,TRUE
Zm00001eb234690,6,3,FALSE
Zm00001eb118760,3,3,TRUE
Zm00001eb369560,3,3,TRUE
Zm00001eb075080,4,3,FALSE
Zm00001eb301520,9,3,FALSE
Zm00001eb389540,10,3,FALSE
Zm00001eb420370,4,3,FALSE
Zm00001eb049650,3,3,TRUE
Zm00001eb037670,5,3,FALSE
Zm00001eb135750,5,3,FALSE
Zm00001eb203940,10,3,FALSE
Zm00001eb089380,5,3,FALSE
Zm00001eb197620,8,3,FALSE
Zm00001eb118970,2,4,FALSE
Zm00001eb429330,9,4,FALSE
Zm00001eb051370,3,4,FALSE
Zm00001eb123510,4,4,TRUE
Zm00001eb369280,5,4,FALSE
Zm00001eb134600,10,4,FALSE
Zm00001eb380460,4,4,TRUE
Zm00001eb181960,10,4,FALSE
Zm00001eb289860,11,4,FALSE
Zm00001eb373390,7,4,FALSE
Zm00001eb092480,4,4,TRUE
Zm00001eb352240,2,4,FALSE
Zm00001eb229050,6,4,FALSE
Zm00001eb291470,1,4,FALSE
Zm00001eb008010,4,4,TRUE
Zm00001eb400130,3,4,FALSE
Zm00001eb399440,4,4,TRUE
Zm00001eb179960,4,4,TRUE
Zm00001eb041450,3,4,FALSE
Zm00001eb312160,7,4,FALSE
Zm00001eb274340,5,4,FALSE
Zm00001eb430240,3,4,FALSE
Zm00001eb042980,2,4,FALSE
Zm00001eb145660,4,4,TRUE
Zm00001eb043940,3,4,FALSE
Zm00001eb186770,3,4,FALSE
Zm00001eb062460,3,4,FALSE
Zm00001eb110960,3,4,FALSE
Zm00001eb237460,5,4,FALSE
Zm00001eb316260,10,4,FALSE
Zm00001eb032060,11,4,FALSE
Zm00001eb033590,3,4,FALSE
Zm00001eb102090,6,4,FALSE
Zm00001eb199140,2,4,FALSE
Zm00001eb405850,3,4,FALSE
Zm00001eb361750,2,4,FALSE
Zm00001eb433020,1,4,FALSE
Zm00001eb404260,6,4,FALSE
Zm00001eb252640,5,4,FALSE
Zm00001eb024680,5,4,FALSE
Zm00001eb320870,11,4,FALSE
Zm00001eb082150,3,4,FALSE
Zm00001eb250190,11,4,FALSE
Zm00001eb360340,3,4,FALSE
Zm00001eb209480,10,4,FALSE
Zm00001eb284250,9,4,FALSE
Zm00001eb006360,3,4,FALSE
Zm00001eb312620,3,4,FALSE
Zm00001eb143110,3,4,FALSE
Zm00001eb101920,3,4,FALSE
Zm00001eb416980,3,4,FALSE
Zm00001eb309370,2,4,FALSE
Zm00001eb232050,2,4,FALSE
Zm00001eb275690,1,4,FALSE
Zm00001eb332590,6,4,FALSE
Zm00001eb036170,5,4,FALSE
Zm00001eb057410,5,4,FALSE
Zm00001eb301280,5,4,FALSE
Zm00001eb385620,5,4,FALSE
Zm00001eb071190,6,4,FALSE
Zm00001eb079510,6,4,FALSE
Zm00001eb215870,9,4,FALSE
Zm00001eb349860,7,4,FALSE
Zm00001eb429870,6,4,FALSE
Zm00001eb432090,6,4,FALSE
Zm00001eb033910,8,4,FALSE
Zm00001eb021750,6,4,FALSE
Zm00001eb376730,8,4,FALSE
Zm00001eb370850,9,4,FALSE
Zm00001eb416370,10,4,FALSE
Zm00001eb107920,8,4,FALSE
Zm00001eb363140,7,4,FALSE
Zm00001eb248560,7,4,FALSE
Zm00001eb388050,8,4,FALSE
Zm00001eb320200,8,4,FALSE
Zm00001eb330680,7,4,FALSE
Zm00001eb085420,8,4,FALSE
Zm00001eb128930,9,4,FALSE
Zm00001eb244400,10,4,FALSE
Zm00001eb250280,4,5,FALSE
Zm00001eb001670,4,5,FALSE
Zm00001eb253150,3,5,FALSE
Zm00001eb335690,3,5,FALSE
Zm00001eb427380,4,5,FALSE
Zm00001eb189840,4,5,FALSE
Zm00001eb321680,4,5,FALSE
Zm00001eb214850,12,5,FALSE
Zm00001eb311180,7,5,FALSE
Zm00001eb372960,5,5,TRUE
Zm00001eb152350,7,5,FALSE
Zm00001eb133000,4,5,FALSE
Zm00001eb371020,12,5,FALSE
Zm00001eb153100,10,5,FALSE
Zm00001eb151240,5,5,TRUE
Zm00001eb193790,3,5,FALSE
Zm00001eb001460,12,5,FALSE
Zm00001eb363810,7,5,FALSE
Zm00001eb041850,6,5,FALSE
Zm00001eb198700,12,5,FALSE
Zm00001eb370810,2,5,FALSE
Zm00001eb066770,5,5,TRUE
Zm00001eb171720,6,5,FALSE
Zm00001eb058480,4,5,FALSE
Zm00001eb122470,7,5,FALSE
Zm00001eb185110,5,5,TRUE
Zm00001eb036990,4,5,FALSE
Zm00001eb373670,5,5,TRUE
Zm00001eb256730,5,5,TRUE
Zm00001eb249730,8,5,FALSE
Zm00001eb255670,4,5,FALSE
Zm00001eb000690,11,5,FALSE
Zm00001eb059460,3,5,FALSE
Zm00001eb378820,7,5,FALSE
Zm00001eb095290,11,5,FALSE
Zm00001eb331250,5,5,TRUE
Zm00001eb208830,9,5,FALSE
Zm00001eb284910,6,5,FALSE
Zm00001eb353470,7,5,FALSE
Zm00001eb113220,8,5,FALSE
Zm00001eb286490,8,5,FALSE
Zm00001eb124790,8,5,FALSE
Zm00001eb135400,8,5,FALSE
Zm00001eb288060,5,5,TRUE
Zm00001eb055990,6,5,FALSE
Zm00001eb246440,8,5,FALSE
Zm00001eb145040,8,5,FALSE
Zm00001eb300940,8,5,FALSE
Zm00001eb095690,4,5,FALSE
Zm00001eb352580,6,5,FALSE
Zm00001eb227830,7,5,FALSE
Zm00001eb255490,7,5,FALSE
Zm00001eb245040,7,5,FALSE
Zm00001eb249290,7,5,FALSE
Zm00001eb127850,5,5,TRUE
Zm00001eb382780,4,5,FALSE
Zm00001eb051900,8,5,FALSE
Zm00001eb369190,5,5,TRUE
Zm00001eb073130,9,6,FALSE
Zm00001eb194220,7,6,FALSE
Zm00001eb381600,8,6,FALSE
Zm00001eb035030,6,6,TRUE
Zm00001eb095110,11,6,FALSE
Zm00001eb368850,9,6,FALSE
Zm00001eb237820,10,6,FALSE
Zm00001eb221620,8,6,FALSE
Zm00001eb219490,9,6,FALSE
Zm00001eb130510,8,6,FALSE
Zm00001eb291730,7,6,FALSE
Zm00001eb303620,7,6,FALSE
Zm00001eb419910,7,6,FALSE
Zm00001eb074930,7,6,FALSE
Zm00001eb148820,9,6,FALSE
Zm00001eb169130,8,6,FALSE
Zm00001eb170530,7,6,FALSE
Zm00001eb243450,3,6,FALSE
Zm00001eb287060,1,6,FALSE
Zm00001eb324660,3,6,FALSE
Zm00001eb120750,9,6,FALSE
Zm00001eb126140,13,6,FALSE
Zm00001eb171080,5,6,FALSE
Zm00001eb088080,6,6,TRUE
Zm00001eb332860,6,6,TRUE
Zm00001eb329910,5,6,FALSE
Zm00001eb071990,5,6,FALSE
Zm00001eb113710,9,6,FALSE
Zm00001eb315910,5,6,FALSE
Zm00001eb429720,6,6,TRUE
Zm00001eb327230,3,6,FALSE
Zm00001eb299300,6,6,TRUE
Zm00001eb142540,8,6,FALSE
Zm00001eb228620,10,6,FALSE
Zm00001eb359990,13,6,FALSE
Zm00001eb264080,6,6,TRUE
Zm00001eb251390,6,6,TRUE
Zm00001eb255160,7,6,FALSE
Zm00001eb005690,7,6,FALSE
Zm00001eb315330,5,6,FALSE
Zm00001eb405630,5,6,FALSE
Zm00001eb315610,6,6,TRUE
Zm00001eb032780,4,6,FALSE
Zm00001eb248590,6,6,TRUE
Zm00001eb138920,6,7,FALSE
Zm00001eb366690,11,7,FALSE
Zm00001eb052150,5,7,FALSE
Zm00001eb340140,6,7,FALSE
Zm00001eb370960,6,7,FALSE
Zm00001eb403750,7,7,TRUE
Zm00001eb278670,6,7,FALSE
Zm00001eb317060,8,7,FALSE
Zm00001eb367660,11,7,FALSE
Zm00001eb183200,11,7,FALSE
Zm00001eb337810,11,7,FALSE
Zm00001eb264930,12,7,FALSE
Zm00001eb038320,6,7,FALSE
Zm00001eb119340,14,7,FALSE
Zm00001eb019090,8,7,FALSE
Zm00001eb316310,7,7,TRUE
Zm00001eb101040,8,7,FALSE
Zm00001eb170540,5,7,FALSE
Zm00001eb428400,6,7,FALSE
Zm00001eb424290,11,7,FALSE
Zm00001eb252180,6,7,FALSE
Zm00001eb228320,8,7,FALSE
Zm00001eb246010,6,7,FALSE
Zm00001eb289320,11,7,FALSE
Zm00001eb002310,8,7,FALSE
Zm00001eb117830,9,7,FALSE
Zm00001eb215190,8,7,FALSE
Zm00001eb050220,11,7,FALSE
Zm00001eb175840,10,7,FALSE
Zm00001eb056760,8,7,FALSE
Zm00001eb194770,7,7,TRUE
Zm00001eb292380,10,7,FALSE
Zm00001eb199970,2,7,FALSE
Zm00001eb202260,11,7,FALSE
Zm00001eb250240,10,7,FALSE
Zm00001eb365080,9,7,FALSE
Zm00001eb184870,7,7,TRUE
Zm00001eb089580,9,7,FALSE
Zm00001eb353990,8,7,FALSE
Zm00001eb188380,8,7,FALSE
Zm00001eb201290,8,7,FALSE
Zm00001eb225570,9,7,FALSE
Zm00001eb402220,8,7,FALSE
Zm00001eb391190,8,7,FALSE
Zm00001eb058610,7,7,TRUE
Zm00001eb101980,8,7,FALSE
Zm00001eb055830,8,7,FALSE
Zm00001eb118010,8,7,FALSE
Zm00001eb143430,9,7,FALSE
Zm00001eb078590,10,7,FALSE
Zm00001eb121380,9,7,FALSE
Zm00001eb187720,7,7,TRUE
Zm00001eb092230,6,7,FALSE
Zm00001eb432450,9,7,FALSE
Zm00001eb403060,11,7,FALSE
Zm00001eb042400,9,7,FALSE
Zm00001eb408520,10,7,FALSE
Zm00001eb050660,11,8,FALSE
Zm00001eb128760,7,8,FALSE
Zm00001eb219100,8,8,TRUE
Zm00001eb182260,11,8,FALSE
Zm00001eb038070,10,8,FALSE
Zm00001eb099550,9,8,FALSE
Zm00001eb123570,3,8,FALSE
Zm00001eb042490,12,8,FALSE
Zm00001eb098960,10,8,FALSE
Zm00001eb139970,8,8,TRUE
Zm00001eb099960,12,8,FALSE
Zm00001eb218610,7,8,FALSE
Zm00001eb190840,11,8,FALSE
Zm00001eb111570,12,8,FALSE
Zm00001eb101410,10,8,FALSE
Zm00001eb218880,5,8,FALSE
Zm00001eb104750,10,8,FALSE
Zm00001eb369730,10,8,FALSE
Zm00001eb113950,13,8,FALSE
Zm00001eb180800,8,8,TRUE
Zm00001eb207650,11,8,FALSE
Zm00001eb378270,2,8,FALSE
Zm00001eb108090,12,8,FALSE
Zm00001eb333470,11,8,FALSE
Zm00001eb288420,5,8,FALSE
Zm00001eb349010,10,8,FALSE
Zm00001eb417000,10,8,FALSE
Zm00001eb428940,7,8,FALSE
Zm00001eb415730,8,8,TRUE
Zm00001eb032370,8,8,TRUE
Zm00001eb178500,11,8,FALSE
Zm00001eb312600,7,8,FALSE
Zm00001eb023160,8,8,TRUE
Zm00001eb053830,10,8,FALSE
Zm00001eb403500,8,8,TRUE
Zm00001eb248780,12,8,FALSE
Zm00001eb392530,10,8,FALSE
Zm00001eb374830,9,8,FALSE
Zm00001eb139480,12,8,FALSE
Zm00001eb035640,12,8,FALSE
Zm00001eb102580,9,8,FALSE
Zm00001eb295800,10,8,FALSE
Zm00001eb101190,8,8,TRUE
Zm00001eb330830,10,8,FALSE
Zm00001eb407120,9,8,FALSE
Zm00001eb216910,11,8,FALSE
Zm00001eb364730,11,8,FALSE
Zm00001eb051120,10,8,FALSE
Zm00001eb103730,10,8,FALSE
Zm00001eb411700,8,8,TRUE
Zm00001eb431760,9,8,FALSE
Zm00001eb195850,9,8,FALSE
Zm00001eb332400,8,8,TRUE
Zm00001eb031210,8,8,TRUE
Zm00001eb307550,8,8,TRUE
Zm00001eb045640,8,8,TRUE
Zm00001eb032670,8,8,TRUE
Zm00001eb270270,8,8,TRUE
Zm00001eb078490,8,8,TRUE
Zm00001eb006180,8,8,TRUE
Zm00001eb423100,8,8,TRUE
Zm00001eb204110,9,8,FALSE
Zm00001eb248800,8,8,TRUE
Zm00001eb107280,9,8,FALSE
Zm00001eb292980,8,8,TRUE
Zm00001eb298580,9,8,FALSE
Zm00001eb358700,9,8,FALSE
Zm00001eb321620,8,8,TRUE
Zm00001eb185560,9,8,FALSE
Zm00001eb147710,9,8,FALSE
Zm00001eb250540,8,8,TRUE
Zm00001eb198030,8,8,TRUE
Zm00001eb280600,9,8,FALSE
Zm00001eb000880,9,8,FALSE
Zm00001eb075250,8,8,TRUE
Zm00001eb103330,9,8,FALSE
Zm00001eb220250,9,8,FALSE
Zm00001eb315850,8,8,TRUE
Zm00001eb006160,9,8,FALSE
Zm00001eb048440,8,8,TRUE
Zm00001eb326210,8,8,TRUE
Zm00001eb123060,8,8,TRUE
Zm00001eb015120,11,8,FALSE
Zm00001eb349060,11,8,FALSE
Zm00001eb025650,8,8,TRUE
Zm00001eb398670,13,8,FALSE
Zm00001eb025220,8,8,TRUE
Zm00001eb172020,8,8,TRUE
Zm00001eb136360,8,8,TRUE
Zm00001eb295810,9,8,FALSE
Zm00001eb412510,12,8,FALSE
Zm00001eb207450,9,8,FALSE
Zm00001eb315870,9,8,FALSE
Zm00001eb102440,6,8,FALSE
Zm00001eb395380,9,8,FALSE
Zm00001eb143990,9,8,FALSE
Zm00001eb179290,9,8,FALSE
Zm00001eb157450,10,8,FALSE
Zm00001eb316660,6,8,FALSE
Zm00001eb035050,9,9,TRUE
Zm00001eb427600,10,9,FALSE
Zm00001eb189510,10,9,FALSE
Zm00001eb031300,10,9,FALSE
Zm00001eb127840,9,9,TRUE
Zm00001eb335900,10,9,FALSE
Zm00001eb379300,10,9,FALSE
Zm00001eb427470,8,9,FALSE
Zm00001eb271500,9,9,TRUE
Zm00001eb131420,9,9,TRUE
Zm00001eb197370,9,9,TRUE
Zm00001eb249440,9,9,TRUE
Zm00001eb249450,9,9,TRUE
Zm00001eb159390,9,9,TRUE
Zm00001eb080700,9,9,TRUE
Zm00001eb163680,8,9,FALSE
Zm00001eb354920,9,9,TRUE
Zm00001eb098330,9,9,TRUE
Zm00001eb336500,9,9,TRUE
Zm00001eb391130,10,9,FALSE
Zm00001eb254990,9,9,TRUE
Zm00001eb375580,10,9,FALSE
Zm00001eb015570,9,9,TRUE
Zm00001eb413920,9,9,TRUE
